age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,13461,9,40942,4798.1,,4494.5,0,0,5,0,,0.5
12-15,13890,1922,8844,4107.6,5370.8,3644.2,2,0,3,0.6,0,1.2
16-19,12605,2258,3803,3131.5,3740.1,3315.3,4,0,3,1,0,2.6
20-29,23938,4972,6648,2517.7,3121.3,3627.9,3,0,7,0.3,0,3.8
30-39,32133,6030,7521,3536.6,4265.9,5560.2,5,1,12,0.6,0.7,8.9
40-49,31730,3918,5709,3575.5,3816.6,5442.4,14,6,23,1.6,5.8,21.9
50-59,20199,1993,3304,2771.6,2904.6,4871.4,43,12,45,5.9,17.5,66.3
60-69,17023,1440,2628,2622,3636.8,4906.9,106,23,83,16.3,58.1,155
70-79,10191,714,1418,2143.7,3175.6,5439.4,145,31,116,30.5,137.9,445
80-89,5082,357,902,2436.8,2396.5,7065.1,132,34,117,63.3,228.2,916.4
90+,1731,103,331,3696.7,1476.7,9913.1,49,7,55,104.6,100.4,1647.2
