age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,41,101,0,18.7,10.6,0,0,0,0,0,0
12-15,5,126,38,96.2,39.5,13.4,0,0,0,0,0,0
16-19,8,390,43,221.2,89.4,31.1,0,1,0,0,0.2,0
20-29,15,965,100,153.2,85.9,60.5,0,0,1,0,0,0.6
30-39,27,819,122,206.5,77.6,98.9,0,0,1,0,0,0.8
40-49,34,983,84,190.7,99.6,89.7,0,2,0,0,0.2,0
50-59,44,1016,76,165.4,128.7,152.6,0,4,3,0,0.5,6
60-69,148,1512,104,260.3,240.4,190.6,1,9,1,1.8,1.4,1.8
70-79,350,1580,100,408.9,370.7,1498.8,2,23,2,2.3,5.4,30
80+,292,1157,114,580.5,540.1,835.7,3,42,10,6,19.6,73.3
