age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,465,1,796,163.9,,85.9,0,0,0,0,,0
12-15,479,245,241,178.8,257.2,91.7,0,0,0,0,0,0
16-19,216,454,95,84,227.6,73.5,0,0,0,0,0,0
20-29,312,1995,272,57.8,335.7,153.7,1,0,1,0.2,0,0.6
30-39,467,2303,320,87.8,424.5,249.6,0,1,0,0,0.2,0
40-49,566,2466,256,113.9,485.4,251.8,1,0,1,0.2,0,1
50-59,686,2311,200,183.3,531.2,324.6,0,1,1,0,0.2,1.6
60-69,2549,1484,201,603.1,566.9,341.2,8,4,3,1.9,1.5,5.1
70-79,3293,791,125,931.2,563.5,481,16,2,3,4.5,1.4,11.5
80+,1650,278,113,874.2,383.2,632.7,24,13,3,12.7,17.9,16.8
