age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,36,148,430,104.2,70.2,46,0,0,0,0,0,0
12-15,15,182,108,40.2,59.5,40.1,0,0,0,0,0,0
16-19,22,437,92,56.9,106.9,69.5,0,0,1,0,0,0.8
20-29,76,1551,358,79.4,150.3,207.5,0,5,1,0,0.5,0.6
30-39,81,1654,398,76.6,171.9,316.9,0,3,2,0,0.3,1.6
40-49,121,1785,285,118.4,198.7,288.4,0,1,1,0,0.1,1
50-59,169,1810,243,187.7,251.7,423.5,1,13,5,1.1,1.8,8.7
60-69,334,4340,347,504.7,702.6,610.4,2,27,11,3,4.4,19.4
70-79,368,4609,300,799.3,1016.2,1566.1,6,66,12,13,14.6,62.6
80+,332,3924,398,1449.1,1644,2378.1,16,82,23,69.8,34.4,137.4
