age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,10,0,2394,40.5,0,227.5,0,0,0,0,0,0
12-15,566,0,494,158.8,0,197.6,0,0,0,0,0,0
16-19,234,86,225,62.2,110.1,190.6,0,0,1,0,0,0.8
20-29,768,192,363,88,89.4,185.2,0,0,2,0,0,1
30-39,804,272,354,95.8,140.3,245.5,0,0,5,0,0,3.5
40-49,770,181,227,91.6,131.3,203,0,0,18,0,0,16.1
50-59,476,64,140,67.9,73.3,189,2,1,15,0.3,1.1,20.3
60-69,305,37,86,47.9,76.3,155.1,2,2,15,0.3,4.1,27
70-79,160,19,38,34.4,72.2,119.4,1,3,8,0.2,11.4,25.1
80-89,53,4,18,26.2,23.8,107.5,3,0,4,1.5,0,23.9
90+,14,3,4,32,41,66.1,3,0,0,6.9,0,0
