period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,90,193,14.08,30.2
3_Month,5-11,800,2385,11.38,33.92
6_Month,5-11,3224,11760,7.9,28.8
1_Year,5-11,4953,51255,0.98,10.18
All,5-11,4953,52899,0.68,7.31
1_Month,12-15,113,101,18.9,16.89
3_Month,12-15,612,648,16.47,17.44
6_Month,12-15,2246,2914,10.85,14.07
1_Year,12-15,8912,17561,3.72,7.33
All,12-15,8966,18844,2.59,5.44
1_Month,16-19,175,40,28.23,6.45
3_Month,16-19,1159,330,24.86,7.08
6_Month,16-19,3909,1285,18.48,6.08
1_Year,16-19,14730,9991,7.42,5.03
All,16-19,14934,11224,4.84,3.64
1_Month,20-29,498,82,26.7,4.4
3_Month,20-29,3861,844,24.13,5.28
6_Month,20-29,11900,3208,18.01,4.86
1_Year,20-29,37300,19191,8.6,4.42
All,20-29,37772,21694,5.77,3.32
1_Month,30-39,570,106,23.69,4.41
3_Month,30-39,4456,1097,22.56,5.55
6_Month,30-39,13637,4080,16.34,4.89
1_Year,30-39,36444,18209,7.59,3.79
All,30-39,36862,19978,5.56,3.02
1_Month,40-49,659,107,24.25,3.94
3_Month,40-49,4249,880,21.27,4.41
6_Month,40-49,12964,3150,15.32,3.72
1_Year,40-49,32855,13574,7.33,3.03
All,40-49,33226,14696,5.56,2.46
1_Month,50-59,570,73,18.63,2.39
3_Month,50-59,3302,552,16.51,2.76
6_Month,50-59,9313,1872,11.63,2.34
1_Year,50-59,21515,7447,6.7,2.32
All,50-59,21743,7983,5.16,1.89
1_Month,60-69,554,45,13.83,1.12
3_Month,60-69,2739,337,11.59,1.43
6_Month,60-69,7185,1062,8.19,1.21
1_Year,60-69,13970,3975,5.54,1.58
All,60-69,14129,4195,4.46,1.33
1_Month,70-79,464,30,9.72,0.63
3_Month,70-79,1967,159,8.39,0.68
6_Month,70-79,4639,460,5.86,0.58
1_Year,70-79,7313,1278,4.35,0.76
All,70-79,7401,1370,3.68,0.68
1_Month,80+,265,24,10.16,0.92
3_Month,80+,1458,149,10.2,1.04
6_Month,80+,3101,325,7.34,0.77
1_Year,80+,4674,767,5.51,0.9
All,80+,4753,834,4.44,0.78
