age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,12,18,48,223,8,5.1,0,0,0,0,0,0
12-15,6,28,17,109.6,8.6,6.1,0,0,0,0,0,0
16-19,9,133,22,254.2,30.3,16.2,0,0,0,0,0,0
20-29,14,373,37,139.1,33.3,22.1,0,0,1,0,0,0.6
30-39,16,324,41,152.4,30.7,33,0,1,0,0,0.1,0
40-49,17,374,52,129.4,37.8,54.5,0,2,0,0,0.2,0
50-59,17,425,46,98.8,53.4,87.6,0,3,2,0,0.4,3.8
60-69,63,944,60,258.8,142.9,108.6,0,11,2,0,1.7,3.6
70-79,97,1198,70,380.4,248.6,630.4,2,15,6,7.8,3.1,54
80+,54,852,65,438.7,339.2,441.1,3,17,7,24.4,6.8,47.5
