age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,130,0,1100,38.7,0,431.6,0,0,1,0,0,0.4
16-19,143,213,511,43,214.3,404.2,0,0,0,0,0,0
20-29,321,557,903,41.4,223,402.5,1,2,12,0.1,0.8,5.3
30-39,399,644,934,51.8,288.7,577.8,0,0,19,0,0,11.8
40-49,337,420,663,42.6,264.5,532.1,3,2,48,0.4,1.3,38.5
50-59,177,222,405,26.5,224.9,473.5,7,9,72,1,9.1,84.2
60-69,150,134,276,24.1,249.8,453.7,17,6,56,2.7,11.2,92
70-79,116,69,184,25.7,238.5,445.4,17,8,40,3.8,27.6,96.8
80-89,99,41,108,50.3,229.6,534.9,10,4,16,5.1,22.4,79.2
90+,28,6,27,67.1,81.3,346.6,2,1,7,4.8,13.6,89.8
