period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,133,254,20.18,38.54
3_Month,5-11,415,826,18.65,37.12
6_Month,5-11,1663,4762,11.98,34.32
1_Year,5-11,5293,50371,1.13,10.78
All,5-11,5357,53701,0.74,7.4
1_Month,12-15,207,112,34.97,18.92
3_Month,12-15,747,360,34.42,16.59
6_Month,12-15,1600,1283,21.46,17.21
1_Year,12-15,9203,16785,4.13,7.53
All,12-15,9698,19191,2.78,5.51
1_Month,16-19,856,95,49.57,5.5
3_Month,16-19,2031,253,46.11,5.74
6_Month,16-19,3795,742,32.95,6.44
1_Year,16-19,15768,9250,8.35,4.9
All,16-19,16929,11469,5.42,3.67
1_Month,20-29,2093,183,48.87,4.27
3_Month,20-29,5058,459,45.12,4.09
6_Month,20-29,10663,1762,30.35,5.02
1_Year,20-29,40226,17987,9.71,4.34
All,20-29,42714,22140,6.42,3.33
1_Month,30-39,1986,233,45.5,5.34
3_Month,30-39,4872,593,40.69,4.95
6_Month,30-39,11321,2260,27.48,5.49
1_Year,30-39,39942,17709,8.56,3.8
All,30-39,41596,20553,6.17,3.05
1_Month,40-49,2318,202,47.92,4.18
3_Month,40-49,5886,493,43.79,3.67
6_Month,40-49,11821,1831,27.78,4.3
1_Year,40-49,37366,13216,8.53,3.02
All,40-49,38955,15169,6.38,2.48
1_Month,50-59,1919,159,39.62,3.28
3_Month,50-59,4847,444,34.8,3.19
6_Month,50-59,9280,1230,21.94,2.91
1_Year,50-59,25492,7441,7.94,2.32
All,50-59,26448,8404,6.08,1.93
1_Month,60-69,1546,116,29.8,2.24
3_Month,60-69,3982,272,25.71,1.76
6_Month,60-69,7554,749,15.7,1.56
1_Year,60-69,17416,4033,6.74,1.56
All,60-69,17954,4453,5.42,1.34
1_Month,70-79,1075,59,21.25,1.17
3_Month,70-79,2716,141,17.73,0.92
6_Month,70-79,5194,360,11.21,0.78
1_Year,70-79,9769,1355,5.49,0.76
All,70-79,10018,1502,4.65,0.7
1_Month,80+,742,58,19.04,1.49
3_Month,80+,1835,157,17.15,1.47
6_Month,80+,3687,347,12.5,1.18
1_Year,80+,6366,895,6.84,0.96
All,80+,6535,991,5.57,0.85
