instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2023-01-08T00:00:00.000Z
Tel Aviv Medical Center       ,,,2023-01-08T00:00:00.000Z
,,,2023-01-08T00:00:00.000Z
Hacarmel Hospital             ,66,75.5,2023-01-08T00:00:00.000Z
Hadassah Mount Scopus         ,72.2,73.4,2023-01-08T00:00:00.000Z
Poriah Hospital               ,75.6,66.7,2023-01-08T00:00:00.000Z
Yosephtal Hospital            ,81.3,61.5,2023-01-08T00:00:00.000Z
Woolfson Medical Center       ,83.6,80.5,2023-01-08T00:00:00.000Z
Rabin K. Hasharon             ,84.2,70.5,2023-01-08T00:00:00.000Z
Assaf Harofeh Medical Center  ,86.1,68.7,2023-01-08T00:00:00.000Z
Bnei Ziom Medical Center      ,87.6,82.4,2023-01-08T00:00:00.000Z
Soroka Medical Center         ,90.3,83.4,2023-01-08T00:00:00.000Z
Barzilai Medical Center       ,93.2,81.1,2023-01-08T00:00:00.000Z
Meir Hospital                 ,94.5,91.5,2023-01-08T00:00:00.000Z
Rambam                        ,99.5,90.6,2023-01-08T00:00:00.000Z
Shmuel Harofe                 ,100,83.9,2023-01-08T00:00:00.000Z
Shaare Zedek                  ,109.3,107.5,2023-01-08T00:00:00.000Z
Nahariya                      ,114.2,90.8,2023-01-08T00:00:00.000Z
Assuta Ashdod                 ,123.7,98.3,2023-01-08T00:00:00.000Z
,,,2023-01-08T00:00:00.000Z
Haemek Valley Center Hospital ,89,64.8,2023-01-08T00:00:00.000Z
Laniado                       ,100,119.5,2023-01-08T00:00:00.000Z
      Ziv Hospital            ,104.7,78.4,2023-01-08T00:00:00.000Z
Hillel Yaffeh Medical Center  ,108.2,83.7,2023-01-08T00:00:00.000Z
Kaplan Hospital               ,122,96.3,2023-01-08T00:00:00.000Z
Hadassah Ein Kerem            ,123.3,88.8,2023-01-08T00:00:00.000Z
The Holy Family               ,,,2023-01-08T00:00:00.000Z
,,,2023-01-08T00:00:00.000Z
,,41,2023-01-08T00:00:00.000Z
Mayanei Hayeshua              ,,,2023-01-08T00:00:00.000Z
,,,2023-01-08T00:00:00.000Z
Chaim Sheba Medical Center    ,129.7,108.7,2023-01-08T00:00:00.000Z
Rabin K. Beilinson            ,160.8,112.4,2023-01-08T00:00:00.000Z
