age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1,32,85,36.3,14.8,8.9,0,0,0,0,0,0
12-15,1,62,23,24.9,19.7,7.9,0,1,0,0,0.3,0
16-19,6,474,50,178.1,109.5,35.3,0,0,1,0,0,0.7
20-29,8,920,93,73.1,81.9,57,0,0,0,0,0,0
30-39,24,546,96,141.5,51.9,78.5,1,1,1,5.9,0.1,0.8
40-49,41,658,87,173,67,94.7,0,0,1,0,0,1.1
50-59,47,676,71,126.3,86.5,150.3,0,8,2,0,1,4.2
60-69,215,1143,109,247.1,191.2,197.2,0,13,4,0,2.2,7.2
70-79,473,1139,110,354.2,298.4,3485.4,4,27,6,3,7.1,190.1
80+,558,1013,144,716.6,526.5,1835.6,8,30,5,10.3,15.6,63.7
