age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,12789,10,46876,4812.4,,5147.4,0,0,3,0,,0.3
12-15,15807,1513,10105,4649.5,4698.6,4173.1,1,0,2,0.3,0,0.8
16-19,14836,2689,4666,3696.3,4418.7,4070.8,1,0,3,0.2,0,2.6
20-29,29308,6407,8159,3101.3,3923.5,4437.4,5,1,8,0.5,0.6,4.4
30-39,37378,7445,9165,4141,5094.5,6759.2,7,3,12,0.8,2.1,8.9
40-49,35871,4761,6845,4059.4,4506.8,6506.8,12,3,22,1.4,2.8,20.9
50-59,23491,2504,3879,3233.3,3569.6,5680.9,46,15,55,6.3,21.4,80.5
60-69,19303,1744,2866,2978.7,4309.9,5341.1,109,28,78,16.8,69.2,145.4
70-79,11591,816,1638,2444.6,3566.6,6118.8,150,32,118,31.6,139.9,440.8
80-89,5753,370,955,2765.2,2456.3,7345,170,38,142,81.7,252.3,1092.1
90+,1854,112,361,3976.4,1595.7,10391.5,56,11,52,120.1,156.7,1496.8
