instituteDesc,occupancy,gOccupancy,occupancyDate
Yosephtal Hospital            ,62.5,36.9,2022-06-26T00:00:00.000Z
Meir Hospital                 ,66,89.9,2022-06-26T00:00:00.000Z
Hadassah Mount Scopus         ,69.4,68.8,2022-06-26T00:00:00.000Z
Hacarmel Hospital             ,69.8,73.8,2022-06-26T00:00:00.000Z
Soroka Medical Center         ,69.4,76.4,2022-06-26T00:00:00.000Z
Rabin K. Hasharon             ,71.1,70.5,2022-06-26T00:00:00.000Z
Haemek Valley Center Hospital ,81.3,76.9,2022-06-26T00:00:00.000Z
Shaare Zedek                  ,81.3,97.2,2022-06-26T00:00:00.000Z
Poriah Hospital               ,89.7,71.8,2022-06-26T00:00:00.000Z
Rambam                        ,89.4,84.3,2022-06-26T00:00:00.000Z
Bnei Ziom Medical Center      ,91.7,87.3,2022-06-26T00:00:00.000Z
Woolfson Medical Center       ,91,81.4,2022-06-26T00:00:00.000Z
Shmuel Harofe                 ,94.4,77.1,2022-06-26T00:00:00.000Z
Barzilai Medical Center       ,97.4,80.6,2022-06-26T00:00:00.000Z
Laniado                       ,101.3,98.1,2022-06-26T00:00:00.000Z
Assuta Ashdod                 ,103.4,95.9,2022-06-26T00:00:00.000Z
Nahariya                      ,106.8,95.3,2022-06-26T00:00:00.000Z
Kaplan Hospital               ,106.7,107.2,2022-06-26T00:00:00.000Z
Assaf Harofeh Medical Center  ,106.6,74,2022-06-26T00:00:00.000Z
Hadassah Ein Kerem            ,108.7,89.7,2022-06-26T00:00:00.000Z
Rabin K. Beilinson            ,110.1,94.4,2022-06-26T00:00:00.000Z
      Ziv Hospital            ,117.2,74.1,2022-06-26T00:00:00.000Z
Hillel Yaffeh Medical Center  ,118.5,90.7,2022-06-26T00:00:00.000Z
