age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1017,94,2131,390.8,523.7,229.6,0,0,0,0,0,0
12-15,751,671,597,342.8,485.9,225.9,0,0,0,0,0,0
16-19,289,1448,273,154.2,545.4,209.7,0,0,0,0,0,0
20-29,381,4464,677,101.9,591.1,384.7,0,0,1,0,0,0.6
30-39,592,4958,756,152.1,728.3,592.6,0,2,0,0,0.3,0
40-49,753,5289,625,202.5,839.8,619.4,1,4,0,0.3,0.6,0
50-59,1036,4595,456,360.2,883.3,754.1,0,6,3,0,1.2,5
60-69,4419,3779,431,1176.7,1228.2,738,20,16,9,5.3,5.2,15.4
70-79,5775,2077,292,1723.6,1300.4,1198.9,34,29,8,10.1,18.2,32.8
80+,3220,884,276,1788.6,1093.7,1556.9,47,39,15,26.1,48.3,84.6
