period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,281,2600,0.97,8.96
3_Month,5-11,1489,37190,0.35,8.72
6_Month,5-11,1490,37670,0.32,8.13
1_Year,5-11,1490,38901,0.27,6.92
All,5-11,1490,39003,0.22,5.89
1_Month,12-15,447,677,3.19,4.84
3_Month,12-15,6393,13928,3.11,6.77
6_Month,12-15,6425,14166,2.99,6.58
1_Year,12-15,6500,15064,2.6,6.04
All,12-15,6500,15204,2.06,4.81
1_Month,16-19,673,291,5.14,2.22
3_Month,16-19,10308,8379,6.17,5.02
6_Month,16-19,10348,8573,6,4.97
1_Year,16-19,10566,9354,5.38,4.76
All,16-19,10575,9615,3.8,3.45
1_Month,20-29,2006,556,6.12,1.7
3_Month,20-29,23646,15178,7.06,4.53
6_Month,20-29,23797,15620,6.85,4.5
1_Year,20-29,24281,17262,5.98,4.25
All,20-29,24300,17669,4.34,3.16
1_Month,30-39,1761,564,4.94,1.58
3_Month,30-39,20899,13213,5.86,3.7
6_Month,30-39,21063,13610,5.68,3.67
1_Year,30-39,21454,14752,4.98,3.43
All,30-39,21478,15019,3.94,2.76
1_Month,40-49,1499,407,4.4,1.2
3_Month,40-49,18306,9743,5.6,2.98
6_Month,40-49,18437,9956,5.46,2.95
1_Year,40-49,18760,10656,4.89,2.78
All,40-49,18788,10853,3.91,2.26
1_Month,50-59,992,248,4.06,1.02
3_Month,50-59,11124,5189,5.24,2.44
6_Month,50-59,11175,5294,5.14,2.44
1_Year,50-59,11362,5566,4.66,2.28
All,50-59,11390,5709,3.62,1.81
1_Month,60-69,546,138,3.13,0.79
3_Month,60-69,6097,2722,4.34,1.94
6_Month,60-69,6136,2758,4.28,1.92
1_Year,60-69,6249,2857,3.91,1.79
All,60-69,6270,2926,3.05,1.42
1_Month,70-79,199,38,1.91,0.36
3_Month,70-79,2374,750,3.26,1.03
6_Month,70-79,2396,758,3.22,1.02
1_Year,70-79,2461,795,2.95,0.95
All,70-79,2474,834,2.33,0.78
1_Month,80-89,88,20,2.41,0.55
3_Month,80-89,1037,324,3.7,1.15
6_Month,80-89,1041,331,3.62,1.15
1_Year,80-89,1078,339,3.26,1.02
All,80-89,1091,369,2.41,0.82
1_Month,90+,28,5,3.39,0.61
3_Month,90+,370,82,5.06,1.12
6_Month,90+,373,82,4.98,1.09
1_Year,90+,388,86,4.47,0.99
All,90+,395,97,3.11,0.76
