age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,2530,2,3253,867.2,,355.2,0,0,2,0,,0.2
12-15,1977,761,721,635.7,1247.9,291.2,1,0,0,0.3,0,0
16-19,3190,390,424,805,591.5,364.1,1,0,0,0.3,0,0
20-29,9717,690,896,1011.7,444.9,498.6,1,0,1,0.1,0,0.6
30-39,8622,848,995,936.7,637.2,745.8,6,2,3,0.7,1.5,2.2
40-49,8589,485,781,958.8,498,758.6,6,3,6,0.7,3.1,5.8
50-59,6164,241,588,839,362.6,908.4,14,1,18,1.9,1.5,27.8
60-69,5217,178,481,800.3,466.4,911.9,40,4,18,6.1,10.5,34.1
70-79,3359,93,339,698.3,425.5,1588,50,5,22,10.4,22.9,103.1
80-89,1309,60,190,620.8,413.5,1710.9,38,9,20,18,62,180.1
90+,330,17,69,685.2,244.9,3210.8,8,3,8,16.6,43.2,372.3
