age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,56,0,410,15.9,0,162,0,0,0,0,0,0
16-19,37,62,157,10.4,67.8,129.4,0,0,0,0,0,0
20-29,91,169,366,11,71.7,174,0,1,4,0,0.4,1.9
30-39,143,206,365,17.7,97,237.5,0,0,11,0,0,7.2
40-49,139,146,310,17,96.8,261.8,1,0,24,0.1,0,20.3
50-59,59,52,169,8.6,55.3,209.8,1,2,32,0.1,2.1,39.7
60-69,62,40,98,9.8,77.9,168,5,3,29,0.8,5.8,49.7
70-79,54,16,60,11.8,58,158.5,6,1,10,1.3,3.6,26.4
80-89,32,11,40,16,63.6,212.4,2,0,9,1,0,47.8
90+,3,2,5,7,27.4,69.7,0,0,3,0,0,41.8
