period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,369,2554,1.47,10.19
3_Month,5-11,1461,29359,0.45,8.96
6_Month,5-11,1798,39517,0.39,8.56
1_Year,5-11,1798,40960,0.31,7.05
All,5-11,1798,41114,0.26,6.02
1_Month,12-15,463,709,3.74,5.72
3_Month,12-15,4642,8726,3.18,5.98
6_Month,12-15,6772,14600,3.09,6.67
1_Year,12-15,6859,15602,2.66,6.04
All,12-15,6859,15773,2.1,4.84
1_Month,16-19,717,325,6.08,2.76
3_Month,16-19,6718,3945,5.74,3.37
6_Month,16-19,10885,8675,6.14,4.89
1_Year,16-19,11121,9579,5.43,4.68
All,16-19,11130,9850,3.87,3.43
1_Month,20-29,2514,703,6.52,1.82
3_Month,20-29,16800,7887,6.79,3.19
6_Month,20-29,25596,15871,6.95,4.31
1_Year,20-29,26151,17798,6.02,4.1
All,20-29,26175,18230,4.44,3.1
1_Month,30-39,2509,813,5.69,1.84
3_Month,30-39,16396,8217,5.69,2.85
6_Month,30-39,23041,14010,5.8,3.53
1_Year,30-39,23494,15381,5.05,3.31
All,30-39,23531,15682,4.06,2.7
1_Month,40-49,2102,618,5.09,1.5
3_Month,40-49,13964,5908,5.27,2.23
6_Month,40-49,20120,10315,5.52,2.83
1_Year,40-49,20484,11146,4.92,2.68
All,40-49,20521,11361,3.99,2.21
1_Month,50-59,1415,357,4.27,1.08
3_Month,50-59,8712,3180,4.86,1.77
6_Month,50-59,12345,5517,5.11,2.28
1_Year,50-59,12551,5851,4.63,2.16
All,50-59,12586,6005,3.68,1.75
1_Month,60-69,890,184,3.15,0.65
3_Month,60-69,4687,1634,3.85,1.34
6_Month,60-69,6884,2891,4.15,1.74
1_Year,60-69,7005,3005,3.81,1.63
All,60-69,7029,3081,3.06,1.34
1_Month,70-79,372,57,1.97,0.3
3_Month,70-79,1816,480,2.72,0.72
6_Month,70-79,2722,802,3.03,0.89
1_Year,70-79,2792,839,2.8,0.84
All,70-79,2808,884,2.29,0.72
1_Month,80-89,147,24,2.13,0.35
3_Month,80-89,802,233,3.06,0.89
6_Month,80-89,1179,349,3.42,1.01
1_Year,80-89,1217,361,3.11,0.92
All,80-89,1231,391,2.4,0.76
1_Month,90+,51,6,3.25,0.38
3_Month,90+,274,59,4.07,0.88
6_Month,90+,414,88,4.7,1
1_Year,90+,432,91,4.3,0.91
All,90+,439,103,3.11,0.73
