age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,10,58,137,167,25.7,14.5,0,0,0,0,0,0
12-15,9,114,52,142.3,34.9,18.8,0,0,0,0,0,0
16-19,11,224,39,271.8,51,28.9,0,0,0,0,0,0
20-29,19,527,57,160.3,47.2,33.8,0,0,1,0,0,0.6
30-39,24,542,83,204.4,51.3,66.6,0,0,0,0,0,0
40-49,22,592,85,153.7,59.9,88.4,0,1,0,0,0.1,0
50-59,28,647,45,149.4,81.5,83.8,0,1,2,0,0.1,3.7
60-69,68,1178,73,282.5,178.3,131.2,0,8,2,0,1.2,3.6
70-79,88,1512,71,459.1,310.9,542.2,3,20,6,15.7,4.1,45.8
80+,41,960,67,473.6,377.8,433.3,2,21,4,23.1,8.3,25.9
