instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-13T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-12-13T00:00:00.000Z
,,,2022-12-13T00:00:00.000Z
Assuta Ashdod                 ,,,2022-12-13T00:00:00.000Z
Rabin K. Hasharon             ,64.9,70.1,2022-12-13T00:00:00.000Z
Yosephtal Hospital            ,68.8,50.8,2022-12-13T00:00:00.000Z
Assaf Harofeh Medical Center  ,83.4,71.5,2022-12-13T00:00:00.000Z
Soroka Medical Center         ,84.1,87.7,2022-12-13T00:00:00.000Z
Poriah Hospital               ,84.6,72.1,2022-12-13T00:00:00.000Z
Meir Hospital                 ,89,91.3,2022-12-13T00:00:00.000Z
Barzilai Medical Center       ,94.3,82.1,2022-12-13T00:00:00.000Z
Haemek Valley Center Hospital ,94.8,79.8,2022-12-13T00:00:00.000Z
Bnei Ziom Medical Center      ,97.5,87.3,2022-12-13T00:00:00.000Z
,,,2022-12-13T00:00:00.000Z
Rambam                        ,100,91.9,2022-12-13T00:00:00.000Z
Hillel Yaffeh Medical Center  ,102.7,87,2022-12-13T00:00:00.000Z
Hadassah Mount Scopus         ,133.3,84,2022-12-13T00:00:00.000Z
Hadassah Ein Kerem            ,135.9,99.7,2022-12-13T00:00:00.000Z
Hacarmel Hospital             ,,,2022-12-13T00:00:00.000Z
The Holy Family               ,,,2022-12-13T00:00:00.000Z
,,,2022-12-13T00:00:00.000Z
Woolfson Medical Center       ,70.5,75,2022-12-13T00:00:00.000Z
Laniado                       ,84.6,91.2,2022-12-13T00:00:00.000Z
      Ziv Hospital            ,87.5,77.5,2022-12-13T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-13T00:00:00.000Z
Nahariya                      ,111.1,99,2022-12-13T00:00:00.000Z
,,,2022-12-13T00:00:00.000Z
Kaplan Hospital               ,116,92.6,2022-12-13T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-12-13T00:00:00.000Z
Chaim Sheba Medical Center    ,,,2022-12-13T00:00:00.000Z
Shmuel Harofe                 ,,,2022-12-13T00:00:00.000Z
Shaare Zedek                  ,,,2022-12-13T00:00:00.000Z
