age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,2138,0,0,189.4,0,0,0,0,0,0
12-15,96,0,372,27,0,147.8,0,0,0,0,0,0
16-19,47,41,120,12.7,49.3,100.7,0,0,0,0,0,0
20-29,115,122,219,13.4,54.5,109.4,0,1,3,0,0.4,1.5
30-39,261,181,233,31.6,89.6,158,1,0,6,0.1,0,4.1
40-49,222,132,193,26.7,92.1,169.3,0,0,17,0,0,14.9
50-59,94,38,113,13.5,42.1,148.6,1,1,19,0.1,1.1,25
60-69,83,28,71,13.1,56.1,126,1,3,14,0.2,6,24.8
70-79,46,14,33,9.9,52,97.5,4,1,7,0.9,3.7,20.7
80-89,21,6,22,10.4,35.1,126.2,1,1,3,0.5,5.9,17.2
90+,3,2,6,6.9,27.1,93,0,1,1,0,13.6,15.5
