period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,382,2883,1.25,9.42
3_Month,5-11,1686,37944,0.39,8.86
6_Month,5-11,1714,39043,0.37,8.41
1_Year,5-11,1714,40407,0.3,7.01
All,5-11,1714,40537,0.25,5.99
1_Month,12-15,524,800,3.43,5.23
3_Month,12-15,6442,13871,3.15,6.79
6_Month,12-15,6688,14511,3.06,6.64
1_Year,12-15,6772,15475,2.64,6.04
All,12-15,6772,15632,2.09,4.83
1_Month,16-19,773,342,5.39,2.39
3_Month,16-19,10300,8125,6.15,4.85
6_Month,16-19,10721,8650,6.08,4.91
1_Year,16-19,10952,9507,5.4,4.69
All,16-19,10961,9773,3.84,3.43
1_Month,20-29,2709,705,6.26,1.63
3_Month,20-29,24120,14844,7.03,4.33
6_Month,20-29,25118,15783,6.92,4.35
1_Year,20-29,25651,17609,6,4.12
All,20-29,25672,18032,4.42,3.1
1_Month,30-39,2508,784,5.36,1.68
3_Month,30-39,21718,13210,5.87,3.57
6_Month,30-39,22424,13875,5.77,3.57
1_Year,30-39,22857,15184,5.03,3.34
All,30-39,22889,15477,4.02,2.72
1_Month,40-49,2132,556,4.77,1.24
3_Month,40-49,18897,9689,5.57,2.85
6_Month,40-49,19598,10165,5.51,2.86
1_Year,40-49,19947,10950,4.91,2.7
All,40-49,19982,11162,3.97,2.21
1_Month,50-59,1361,377,3.95,1.09
3_Month,50-59,11539,5202,5.13,2.31
6_Month,50-59,11940,5439,5.11,2.33
1_Year,50-59,12138,5755,4.63,2.2
All,50-59,12171,5907,3.65,1.77
1_Month,60-69,841,173,3.13,0.64
3_Month,60-69,6398,2714,4.21,1.79
6_Month,60-69,6602,2826,4.19,1.79
1_Year,60-69,6723,2936,3.84,1.68
All,60-69,6746,3010,3.05,1.36
1_Month,70-79,321,39,1.89,0.23
3_Month,70-79,2490,756,3.08,0.94
6_Month,70-79,2584,779,3.08,0.93
1_Year,70-79,2653,817,2.84,0.87
All,70-79,2667,859,2.29,0.74
1_Month,80-89,128,21,2.16,0.35
3_Month,80-89,1095,328,3.54,1.06
6_Month,80-89,1123,338,3.51,1.06
1_Year,80-89,1162,349,3.17,0.95
All,80-89,1175,379,2.41,0.78
1_Month,90+,39,5,3.16,0.4
3_Month,90+,373,81,4.71,1.02
6_Month,90+,388,84,4.76,1.03
1_Year,90+,405,88,4.31,0.94
All,90+,412,99,3.06,0.74
