age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,10,54,103,197.2,24.3,10.9,0,0,0,0,0,0
12-15,6,81,34,113.2,25.1,12.1,0,0,0,0,0,0
16-19,12,216,36,345.9,49.3,26.3,0,0,0,0,0,0
20-29,16,546,44,166.5,48.7,26.4,0,0,1,0,0,0.6
30-39,17,412,66,156.5,39,53.3,0,0,0,0,0,0
40-49,19,503,39,135.3,50.8,41.2,0,2,0,0,0.2,0
50-59,27,545,43,141.9,68.5,83.2,0,2,2,0,0.3,3.9
60-69,74,928,65,241.6,141.7,118.4,1,9,3,3.3,1.4,5.5
70-79,125,1117,59,325.9,237.3,620.3,1,20,4,2.6,4.2,42.1
80+,72,808,71,359.7,331.4,494.6,4,19,7,20,7.8,48.8
