period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,80,176,15.5,34.11
3_Month,5-11,534,1348,13.23,33.39
6_Month,5-11,3198,11510,8.32,29.93
1_Year,5-11,5008,51314,1,10.27
All,5-11,5008,53015,0.69,7.33
1_Month,12-15,124,59,29.45,14.01
3_Month,12-15,533,455,20.08,17.14
6_Month,12-15,2282,2862,11.7,14.68
1_Year,12-15,9003,17571,3.77,7.35
All,12-15,9061,18882,2.61,5.45
1_Month,16-19,225,43,34.4,6.57
3_Month,16-19,835,204,27.27,6.66
6_Month,16-19,3944,1264,19.47,6.24
1_Year,16-19,14874,9997,7.5,5.04
All,16-19,15082,11248,4.89,3.64
1_Month,20-29,632,78,33.55,4.14
3_Month,20-29,2533,463,25.81,4.72
6_Month,20-29,11917,3149,18.95,5.01
1_Year,20-29,37667,19202,8.68,4.43
All,20-29,38143,21737,5.82,3.32
1_Month,30-39,637,115,27.74,5.01
3_Month,30-39,2866,642,23.97,5.37
6_Month,30-39,13610,4026,17.3,5.12
1_Year,30-39,36799,18217,7.67,3.8
All,30-39,37230,20037,5.61,3.02
1_Month,40-49,767,89,30.11,3.49
3_Month,40-49,3030,543,23.65,4.24
6_Month,40-49,13092,3100,16.33,3.87
1_Year,40-49,33302,13594,7.42,3.03
All,40-49,33679,14743,5.62,2.46
1_Month,50-59,672,78,22.7,2.64
3_Month,50-59,2376,333,17.89,2.51
6_Month,50-59,9429,1846,12.35,2.42
1_Year,50-59,21879,7480,6.79,2.32
All,50-59,22111,8024,5.23,1.9
1_Month,60-69,655,38,16.92,0.98
3_Month,60-69,2070,219,12.89,1.36
6_Month,60-69,7336,1048,8.73,1.25
1_Year,60-69,14314,3989,5.64,1.57
All,60-69,14476,4211,4.55,1.32
1_Month,70-79,508,21,11.99,0.5
3_Month,70-79,1590,103,9.44,0.61
6_Month,70-79,4785,455,6.25,0.59
1_Year,70-79,7568,1281,4.46,0.75
All,70-79,7658,1374,3.77,0.68
1_Month,80+,292,21,11.86,0.85
3_Month,80+,1113,105,11.08,1.05
6_Month,80+,3181,328,7.76,0.8
1_Year,80+,4821,780,5.61,0.91
All,80+,4901,847,4.53,0.78
