age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,70,0,629,20.3,0,248.4,0,0,0,0,0,0
16-19,76,116,242,21.9,122.6,195.5,0,0,0,0,0,0
20-29,110,248,464,13.5,103.2,212.7,0,2,6,0,0.8,2.8
30-39,228,316,507,28.7,146.2,320.5,0,0,15,0,0,9.5
40-49,183,211,437,22.6,137.3,358.9,1,1,35,0.1,0.7,28.7
50-59,84,110,229,12.4,115.2,274.9,2,5,45,0.3,5.2,54
60-69,75,78,145,12,150.1,243.2,10,6,44,1.6,11.5,73.8
70-79,75,41,101,16.5,146.8,254.4,9,4,20,2,14.3,50.4
80-89,55,18,56,27.7,103.7,286.5,5,2,11,2.5,11.5,56.3
90+,6,4,17,14.2,55.3,226.9,2,0,7,4.7,0,93.4
