instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. HaSharon             ,53.5,46.9,2022-06-18T00:00:00.000Z
SOROKA MEDICAL CENTER         ,60.1,71.9,2022-06-18T00:00:00.000Z
MEIR HOSPITAL                 ,73.5,81,2022-06-18T00:00:00.000Z
HACARMEL HOSPITAL             ,76.4,64.6,2022-06-18T00:00:00.000Z
WOOLFSON MEDICAL CENTER       ,79.1,66.5,2022-06-18T00:00:00.000Z
PORIAH HOSPITAL               ,82.1,67.9,2022-06-18T00:00:00.000Z
BARZILAI MEDICAL CENTER       ,83.3,68.4,2022-06-18T00:00:00.000Z
Hadassah Mount Scopus         ,83.3,67.4,2022-06-18T00:00:00.000Z
HILLEL YAFFEH MEDICAL CENTER  ,84.2,78.4,2022-06-18T00:00:00.000Z
      ZIV HOSPITAL            ,84.4,65.1,2022-06-18T00:00:00.000Z
YOSEPHTAL HOSPITAL            ,87.5,43.1,2022-06-18T00:00:00.000Z
HAEMEK VALLEY CENTER HOSPITAL ,88.4,70.5,2022-06-18T00:00:00.000Z
KAPLAN HOSPITAL               ,94.7,93.5,2022-06-18T00:00:00.000Z
ASSAF HAROFEH MEDICAL CENTER  ,94.2,67.3,2022-06-18T00:00:00.000Z
BNEI ZIOM MEDICAL CENTER      ,95.9,73.2,2022-06-18T00:00:00.000Z
Rambam                        ,95.5,76.9,2022-06-18T00:00:00.000Z
Shaare Zedek                  ,95.3,94,2022-06-18T00:00:00.000Z
Assuta Ashdod                 ,101.7,94.5,2022-06-18T00:00:00.000Z
CHAIM SHEBA MEDICAL CENTER    ,101.7,96,2022-06-18T00:00:00.000Z
Laniado                       ,102.6,88,2022-06-18T00:00:00.000Z
Rabin K. Beilinson            ,103.5,84.6,2022-06-18T00:00:00.000Z
Hadassah Ein Kerem            ,105.8,81.2,2022-06-18T00:00:00.000Z
NAHARIYA                      ,115.3,81.8,2022-06-18T00:00:00.000Z
