period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,399,1678,5.7,23.97
3_Month,5-11,918,5403,2.28,13.44
6_Month,5-11,2318,41995,0.5,9.11
1_Year,5-11,2318,43580,0.39,7.34
All,5-11,2318,43811,0.33,6.3
1_Month,12-15,355,505,7.56,10.76
3_Month,12-15,942,1540,4.41,7.21
6_Month,12-15,7175,15318,3.2,6.84
1_Year,12-15,7240,16397,2.73,6.18
All,12-15,7240,16653,2.17,4.99
1_Month,16-19,447,160,12.18,4.36
3_Month,16-19,1360,635,7.21,3.36
6_Month,16-19,11468,8898,6.3,4.89
1_Year,16-19,11662,9900,5.54,4.7
All,16-19,11673,10181,3.98,3.47
1_Month,20-29,1290,387,11.63,3.49
3_Month,20-29,4371,1505,7.35,2.53
6_Month,20-29,27301,16459,7.12,4.29
1_Year,20-29,27763,18613,6.14,4.12
All,20-29,27794,19069,4.58,3.14
1_Month,30-39,1329,488,9.74,3.58
3_Month,30-39,4491,1733,6.37,2.46
6_Month,30-39,24849,14748,5.97,3.54
1_Year,30-39,25252,16313,5.17,3.34
All,30-39,25305,16634,4.19,2.76
1_Month,40-49,1401,363,9.58,2.48
3_Month,40-49,4058,1283,5.9,1.87
6_Month,40-49,21898,10894,5.68,2.83
1_Year,40-49,22232,11842,5.05,2.69
All,40-49,22294,12078,4.14,2.24
1_Month,50-59,1049,219,7.37,1.54
3_Month,50-59,2846,770,4.91,1.33
6_Month,50-59,13689,5868,5.21,2.23
1_Year,50-59,13869,6260,4.73,2.14
All,50-59,13916,6424,3.82,1.76
1_Month,60-69,731,125,4.83,0.83
3_Month,60-69,1924,402,3.57,0.75
6_Month,60-69,7849,3081,4.16,1.63
1_Year,60-69,7969,3223,3.84,1.55
All,60-69,8002,3308,3.15,1.3
1_Month,70-79,480,45,3.46,0.32
3_Month,70-79,1015,140,2.5,0.34
6_Month,70-79,3328,885,3.02,0.8
1_Year,70-79,3398,928,2.82,0.77
All,70-79,3418,977,2.38,0.68
1_Month,80+,211,27,3.54,0.45
3_Month,80+,524,81,2.89,0.45
6_Month,80+,1911,486,3.66,0.93
1_Year,80+,1955,509,3.35,0.87
All,80+,1985,554,2.66,0.74
