period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,174,496,11.5,32.78
3_Month,5-11,2674,9721,8.73,31.74
6_Month,5-11,3409,14772,4.47,19.37
1_Year,5-11,4719,51418,0.84,9.12
All,5-11,4719,52360,0.65,7.25
1_Month,12-15,145,153,17.39,18.35
3_Month,12-15,1729,2305,11.96,15.94
6_Month,12-15,2549,3683,6.81,9.84
1_Year,12-15,8687,17716,3.39,6.92
All,12-15,8712,18622,2.52,5.4
1_Month,16-19,290,78,25.11,6.75
3_Month,16-19,3297,1080,20.04,6.56
6_Month,16-19,4530,1675,12.26,4.53
1_Year,16-19,14504,10309,6.93,4.93
All,16-19,14659,11148,4.77,3.63
1_Month,20-29,1014,202,23.5,4.68
3_Month,20-29,10150,2764,19.62,5.34
6_Month,20-29,14183,4156,12.38,3.63
1_Year,20-29,36709,20064,8.02,4.38
All,20-29,37014,21564,5.68,3.31
1_Month,30-39,1125,285,22.33,5.66
3_Month,30-39,11562,3520,18.07,5.5
6_Month,30-39,15648,5058,11.35,3.67
1_Year,30-39,35639,18778,7.06,3.72
All,30-39,35901,19797,5.45,3.01
1_Month,40-49,1107,213,20.9,4.02
3_Month,40-49,10899,2678,16.92,4.16
6_Month,40-49,14381,3831,10.59,2.82
1_Year,40-49,31909,13856,6.89,2.99
All,40-49,32171,14509,5.42,2.44
1_Month,50-59,835,130,15.84,2.47
3_Month,50-59,7708,1601,12.64,2.62
6_Month,50-59,10129,2307,8.53,1.94
1_Year,50-59,20714,7537,6.37,2.32
All,50-59,20879,7866,5.01,1.89
1_Month,60-69,708,102,11.08,1.6
3_Month,60-69,5825,905,8.77,1.36
6_Month,60-69,7442,1276,6.36,1.09
1_Year,60-69,13215,3970,5.26,1.58
All,60-69,13341,4128,4.29,1.33
1_Month,70-79,542,47,8.58,0.74
3_Month,70-79,3685,386,6.19,0.65
6_Month,70-79,4428,502,4.65,0.53
1_Year,70-79,6698,1261,4.09,0.77
All,70-79,6766,1334,3.48,0.69
1_Month,80+,470,38,11.6,0.94
3_Month,80+,2542,264,7.79,0.81
6_Month,80+,2965,342,6.1,0.7
1_Year,80+,4313,744,5.21,0.9
All,80+,4383,803,4.24,0.78
