age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,11,69,204,145,30.3,21.7,0,0,0,0,0,0
12-15,8,108,43,82.1,33,15.7,0,0,0,0,0,0
16-19,11,144,31,128.2,33,23.2,0,0,0,0,0,0
20-29,23,572,104,86.1,52,60.9,0,2,2,0,0.2,1.2
30-39,27,687,123,97.2,66.1,98.6,0,0,1,0,0,0.8
40-49,36,733,96,122.4,75.4,98.4,0,1,0,0,0.1,0
50-59,45,676,88,137.5,86.9,158.9,0,5,6,0,0.6,10.8
60-69,111,1352,105,326.9,207.9,186.8,0,19,4,0,2.9,7.1
70-79,105,1543,85,409.6,323.5,531.1,3,24,6,11.7,5,37.5
80+,52,1224,87,439.7,488.8,543.7,1,23,12,8.5,9.2,75
