instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. Hasharon             ,63.2,64.3,2022-09-02T00:00:00.000Z
Woolfson Medical Center       ,66.4,67.5,2022-09-02T00:00:00.000Z
Soroka Medical Center         ,68.6,78.8,2022-09-02T00:00:00.000Z
Hacarmel Hospital             ,72.6,74.4,2022-09-02T00:00:00.000Z
Haemek Valley Center Hospital ,72.9,58.8,2022-09-02T00:00:00.000Z
Meir Hospital                 ,72,74.8,2022-09-02T00:00:00.000Z
Hadassah Mount Scopus         ,80.6,77.1,2022-09-02T00:00:00.000Z
Yosephtal Hospital            ,81.3,52.3,2022-09-02T00:00:00.000Z
Shmuel Harofe                 ,83.3,78.3,2022-09-02T00:00:00.000Z
Poriah Hospital               ,85.9,78,2022-09-02T00:00:00.000Z
Chaim Sheba Medical Center    ,85.8,99.4,2022-09-02T00:00:00.000Z
Laniado                       ,98.7,91.4,2022-09-02T00:00:00.000Z
Nahariya                      ,100,90.1,2022-09-02T00:00:00.000Z
Hillel Yaffeh Medical Center  ,102.7,81,2022-09-02T00:00:00.000Z
Kaplan Hospital               ,104,78.4,2022-09-02T00:00:00.000Z
Hadassah Ein Kerem            ,117.5,97.2,2022-09-02T00:00:00.000Z
