period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,375,2773,1.3,9.61
3_Month,5-11,1634,36091,0.4,8.9
6_Month,5-11,1755,39377,0.38,8.48
1_Year,5-11,1755,40781,0.3,7.04
All,5-11,1755,40911,0.26,6.01
1_Month,12-15,511,777,3.57,5.43
3_Month,12-15,5924,12240,3.15,6.5
6_Month,12-15,6748,14570,3.08,6.65
1_Year,12-15,6832,15566,2.65,6.04
All,12-15,6832,15723,2.1,4.84
1_Month,16-19,762,338,5.67,2.51
3_Month,16-19,8981,6499,5.93,4.29
6_Month,16-19,10813,8669,6.11,4.9
1_Year,16-19,11045,9549,5.42,4.68
All,16-19,11054,9816,3.86,3.43
1_Month,20-29,2713,734,6.37,1.72
3_Month,20-29,21776,12497,6.92,3.97
6_Month,20-29,25426,15856,6.94,4.33
1_Year,20-29,25975,17735,6.02,4.11
All,20-29,25996,18159,4.44,3.1
1_Month,30-39,2602,829,5.48,1.74
3_Month,30-39,20418,11796,5.82,3.36
6_Month,30-39,22788,13967,5.78,3.55
1_Year,30-39,23228,15312,5.04,3.32
All,30-39,23260,15607,4.04,2.71
1_Month,40-49,2172,603,4.83,1.34
3_Month,40-49,17546,8513,5.45,2.64
6_Month,40-49,19874,10260,5.51,2.84
1_Year,40-49,20233,11066,4.91,2.69
All,40-49,20268,11278,3.97,2.21
1_Month,50-59,1462,367,4.14,1.04
3_Month,50-59,10818,4558,5.03,2.12
6_Month,50-59,12186,5478,5.11,2.3
1_Year,50-59,12386,5804,4.64,2.17
All,50-59,12420,5957,3.67,1.76
1_Month,60-69,888,189,3.1,0.66
3_Month,60-69,5953,2392,4.07,1.64
6_Month,60-69,6758,2868,4.17,1.77
1_Year,60-69,6879,2982,3.82,1.66
All,60-69,6903,3056,3.05,1.35
1_Month,70-79,358,51,1.92,0.27
3_Month,70-79,2331,678,2.97,0.86
6_Month,70-79,2663,793,3.06,0.91
1_Year,70-79,2734,832,2.82,0.86
All,70-79,2748,874,2.29,0.73
1_Month,80-89,137,20,2.09,0.3
3_Month,80-89,1041,302,3.41,0.99
6_Month,80-89,1154,342,3.47,1.03
1_Year,80-89,1193,354,3.14,0.93
All,80-89,1206,384,2.4,0.77
1_Month,90+,44,4,3.17,0.29
3_Month,90+,360,72,4.62,0.92
6_Month,90+,403,85,4.76,1
1_Year,90+,420,89,4.32,0.92
All,90+,427,100,3.1,0.73
