age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,937,1,11318,837.9,3448.3,1184.6,0,0,0,0,0,0
12-15,6454,13,3888,1802.9,862.1,1588.7,0,0,0,0,0,0
16-19,5371,985,2271,1399.5,1397.7,1964,0,0,1,0,0,0.9
20-29,12692,2283,4353,1427.2,1136.9,2290.4,0,0,1,0,0,0.5
30-39,9654,2180,2583,1132.4,1195.6,1848.5,1,0,7,0.1,0,5
40-49,10262,1472,2011,1207.9,1133.6,1858.5,1,0,13,0.1,0,12
50-59,6586,701,1103,932,846.3,1542.4,3,3,21,0.4,3.6,29.4
60-69,4891,302,552,765.5,649.7,1007.3,13,4,19,2,8.6,34.7
70-79,2788,120,219,596.8,474.6,718.3,15,5,10,3.2,19.8,32.8
80-89,928,51,102,453.5,310.6,694.1,19,6,17,9.3,36.5,115.7
90+,231,12,28,511.7,163.4,619.1,5,0,4,11.1,0,88.4
