period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,372,2883,1.2,9.33
3_Month,5-11,1668,38091,0.39,8.83
6_Month,5-11,1688,38929,0.36,8.37
1_Year,5-11,1688,40275,0.29,7
All,5-11,1688,40404,0.25,5.98
1_Month,12-15,526,791,3.4,5.12
3_Month,12-15,6511,14048,3.15,6.79
6_Month,12-15,6670,14488,3.05,6.64
1_Year,12-15,6754,15440,2.64,6.04
All,12-15,6754,15597,2.09,4.83
1_Month,16-19,786,340,5.4,2.34
3_Month,16-19,10470,8314,6.17,4.9
6_Month,16-19,10703,8653,6.07,4.91
1_Year,16-19,10930,9498,5.4,4.69
All,16-19,10939,9764,3.84,3.43
1_Month,20-29,2685,691,6.2,1.6
3_Month,20-29,24467,15179,7.03,4.36
6_Month,20-29,25021,15789,6.91,4.36
1_Year,20-29,25548,17578,6,4.13
All,20-29,25569,18001,4.41,3.1
1_Month,30-39,2443,771,5.29,1.67
3_Month,30-39,21834,13377,5.86,3.59
6_Month,30-39,22272,13857,5.75,3.58
1_Year,30-39,22700,15140,5.02,3.35
All,30-39,22732,15432,4.01,2.72
1_Month,40-49,2045,536,4.63,1.21
3_Month,40-49,19052,9812,5.58,2.87
6_Month,40-49,19478,10149,5.5,2.86
1_Year,40-49,19823,10921,4.91,2.7
All,40-49,19858,11133,3.96,2.22
1_Month,50-59,1332,368,3.93,1.09
3_Month,50-59,11609,5274,5.15,2.34
6_Month,50-59,11858,5428,5.1,2.34
1_Year,50-59,12051,5735,4.63,2.2
All,50-59,12084,5887,3.64,1.77
1_Month,60-69,813,167,3.13,0.64
3_Month,60-69,6424,2750,4.23,1.81
6_Month,60-69,6554,2815,4.2,1.8
1_Year,60-69,6672,2923,3.84,1.68
All,60-69,6695,2995,3.05,1.36
1_Month,70-79,301,40,1.84,0.25
3_Month,70-79,2502,764,3.11,0.95
6_Month,70-79,2559,779,3.09,0.94
1_Year,70-79,2627,817,2.85,0.89
All,70-79,2641,859,2.29,0.75
1_Month,80-89,123,21,2.2,0.38
3_Month,80-89,1095,332,3.56,1.08
6_Month,80-89,1113,338,3.53,1.07
1_Year,80-89,1152,349,3.19,0.97
All,80-89,1164,379,2.41,0.78
1_Month,90+,40,4,3.39,0.34
3_Month,90+,379,82,4.81,1.04
6_Month,90+,389,83,4.82,1.03
1_Year,90+,406,87,4.36,0.93
All,90+,414,98,3.1,0.73
