period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
All,5-11,682,24631,0.14,4.88
1_Year,5-11,682,24578,0.16,5.66
6_Month,5-11,682,24391,0.17,6.18
3_Month,5-11,682,23105,0.24,8.25
1_Month,5-11,671,22654,0.26,8.61
1_Month,12-15,4130,10042,3.05,7.42
All,12-15,4322,11393,1.74,4.58
1_Year,12-15,4322,11307,2.18,5.69
6_Month,12-15,4316,11153,2.43,6.28
3_Month,12-15,4236,10269,3,7.27
1_Month,16-19,7316,6909,6.47,6.11
6_Month,16-19,7631,7931,5.37,5.58
3_Month,16-19,7438,7058,6.4,6.08
1_Year,16-19,7662,8040,4.79,5.02
All,16-19,7666,8228,3.38,3.63
1_Month,20-29,16356,12382,7.26,5.49
3_Month,20-29,16655,12652,7.17,5.45
1_Year,20-29,17218,14762,5.15,4.42
All,20-29,17224,15014,3.8,3.31
6_Month,20-29,17170,14516,5.81,4.92
3_Month,30-39,13886,10343,6.05,4.51
1_Month,30-39,13636,10125,6.14,4.56
All,30-39,14363,12035,3.47,2.91
1_Year,30-39,14359,11883,4.42,3.65
6_Month,30-39,14301,11686,4.87,3.98
All,40-49,12896,8763,3.59,2.44
1_Year,40-49,12889,8653,4.59,3.08
6_Month,40-49,12830,8521,5,3.32
3_Month,40-49,12504,7727,6,3.71
1_Month,40-49,12278,7574,6.08,3.75
All,50-59,7668,4555,3.27,1.94
1_Year,50-59,7667,4459,4.36,2.54
6_Month,50-59,7618,4389,4.75,2.74
3_Month,50-59,7438,4075,5.55,3.04
1_Month,50-59,7316,4007,5.61,3.07
1_Month,60-69,4061,2093,4.71,2.43
3_Month,60-69,4144,2125,4.69,2.4
6_Month,60-69,4245,2224,4.08,2.14
1_Year,60-69,4279,2264,3.77,2
All,60-69,4284,2313,2.8,1.51
1_Month,70-79,1652,551,3.81,1.27
6_Month,70-79,1747,589,3.32,1.12
3_Month,70-79,1685,557,3.78,1.25
1_Year,70-79,1764,608,3.06,1.05
All,70-79,1768,638,2.28,0.82
1_Month,80-89,734,226,4.42,1.36
3_Month,80-89,741,229,4.36,1.35
6_Month,80-89,772,238,3.67,1.13
1_Year,80-89,784,243,3.33,1.03
All,80-89,792,270,2.33,0.8
All,90+,293,76,2.95,0.77
1_Year,90+,291,66,4.55,1.03
3_Month,90+,270,60,5.9,1.31
1_Month,90+,266,60,5.93,1.34
6_Month,90+,284,63,5.02,1.11
