age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,13427,10,56092,5404,,6158.9,0,0,2,0,,0.2
12-15,20252,963,12741,5699.9,6137.3,5272.5,1,0,2,0.3,0,0.8
16-19,19531,3437,5912,4851.5,5808.3,5162,1,0,2,0.2,0,1.7
20-29,37068,8415,10250,3950,4994.3,5560,5,1,12,0.5,0.6,6.5
30-39,42985,9547,11002,4798.1,6283.5,8111.5,8,3,12,0.9,2,8.8
40-49,42789,6126,8120,4868,5593.7,7706.5,7,3,28,0.8,2.7,26.6
50-59,28410,3177,4552,3924.7,4405.1,6640.1,44,17,55,6.1,23.6,80.2
60-69,21511,1961,3060,3325.1,4740.6,5696.8,86,22,67,13.3,53.2,124.7
70-79,12213,835,1623,2580.8,3605.2,5938.5,136,39,93,28.7,168.4,340.3
80-89,5818,389,871,2802.7,2556.7,6551.8,173,32,119,83.3,210.3,895.1
90+,1868,109,330,4024.6,1547.2,9088.4,67,11,48,144.4,156.1,1321.9
