instituteDesc,occupancy,gOccupancy,occupancyDate
Bnei Ziom Medical Center      ,60.3,75.1,2022-07-10T00:00:00.000Z
Yosephtal Hospital            ,62.5,40,2022-07-10T00:00:00.000Z
Soroka Medical Center         ,66.3,75,2022-07-10T00:00:00.000Z
Poriah Hospital               ,66.7,75.5,2022-07-10T00:00:00.000Z
Laniado                       ,71.8,83.3,2022-07-10T00:00:00.000Z
Meir Hospital                 ,71.5,93.6,2022-07-10T00:00:00.000Z
Hacarmel Hospital             ,73.6,71.4,2022-07-10T00:00:00.000Z
Haemek Valley Center Hospital ,78.1,71.7,2022-07-10T00:00:00.000Z
      Ziv Hospital            ,79.7,67.1,2022-07-10T00:00:00.000Z
Barzilai Medical Center       ,80.2,83.4,2022-07-10T00:00:00.000Z
Shmuel Harofe                 ,80.6,80.9,2022-07-10T00:00:00.000Z
Shaare Zedek                  ,81.3,94.7,2022-07-10T00:00:00.000Z
Hadassah Mount Scopus         ,83.3,66.7,2022-07-10T00:00:00.000Z
Rambam                        ,85.9,83.8,2022-07-10T00:00:00.000Z
Nahariya                      ,88.9,86.8,2022-07-10T00:00:00.000Z
Hillel Yaffeh Medical Center  ,93.8,83.7,2022-07-10T00:00:00.000Z
Woolfson Medical Center       ,95.5,73.1,2022-07-10T00:00:00.000Z
Assuta Ashdod                 ,103.4,101.4,2022-07-10T00:00:00.000Z
Kaplan Hospital               ,104.7,102.1,2022-07-10T00:00:00.000Z
Assaf Harofeh Medical Center  ,106.2,73.8,2022-07-10T00:00:00.000Z
Hadassah Ein Kerem            ,107.8,86.6,2022-07-10T00:00:00.000Z
Rabin K. Beilinson            ,107.9,92.8,2022-07-10T00:00:00.000Z
Chaim Sheba Medical Center    ,115.5,102.3,2022-07-10T00:00:00.000Z
