period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1657,6208,8.29,31.07
3_Month,5-11,2069,8224,6.32,25.13
6_Month,5-11,3679,45704,0.81,10.07
1_Year,5-11,3743,48698,0.62,8
All,5-11,3743,49010,0.53,6.88
1_Month,12-15,1097,1546,11.14,15.7
3_Month,12-15,1458,2090,8.65,12.39
6_Month,12-15,7637,15527,3.54,7.2
1_Year,12-15,8132,17562,2.99,6.46
All,12-15,8132,17902,2.38,5.25
1_Month,16-19,1743,637,17.78,6.5
3_Month,16-19,2257,851,14.64,5.52
6_Month,16-19,12015,8514,6.77,4.8
1_Year,16-19,13144,10444,6.02,4.78
All,16-19,13163,10730,4.37,3.56
1_Month,20-29,5060,1544,17.64,5.38
3_Month,20-29,6577,2033,14.09,4.36
6_Month,20-29,29651,16248,7.81,4.28
1_Year,20-29,32080,19924,6.75,4.19
All,20-29,32119,20394,5.1,3.24
1_Month,30-39,5833,1957,16.06,5.39
3_Month,30-39,7533,2528,12.36,4.15
6_Month,30-39,28716,15469,6.75,3.64
1_Year,30-39,30294,17974,5.86,3.48
All,30-39,30358,18305,4.8,2.89
1_Month,40-49,5710,1473,15.37,3.96
3_Month,40-49,7264,1925,11.77,3.12
6_Month,40-49,25623,11406,6.47,2.88
1_Year,40-49,27113,13108,5.77,2.79
All,40-49,27191,13353,4.78,2.35
1_Month,50-59,3890,888,11.18,2.55
3_Month,50-59,5017,1134,8.85,2
6_Month,50-59,16266,6227,5.83,2.23
1_Year,50-59,17144,7014,5.35,2.19
All,50-59,17199,7183,4.38,1.83
1_Month,60-69,2802,471,7.63,1.28
3_Month,60-69,3661,617,6.14,1.04
6_Month,60-69,9897,3287,4.7,1.56
1_Year,60-69,10378,3614,4.39,1.53
All,60-69,10417,3705,3.68,1.31
1_Month,70-79,1687,191,5.2,0.59
3_Month,70-79,2148,252,4.2,0.49
6_Month,70-79,4584,999,3.48,0.76
1_Year,70-79,4804,1093,3.29,0.75
All,70-79,4826,1144,2.85,0.68
1_Month,80+,990,101,6.12,0.62
3_Month,80+,1268,146,5.09,0.59
6_Month,80+,2695,550,4.22,0.86
1_Year,80+,2826,598,3.95,0.84
All,80+,2858,644,3.25,0.73
