age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,2134,0,0,188.7,0,0,0,0,0,0
12-15,93,0,371,26.2,0,147.4,0,0,0,0,0,0
16-19,46,42,119,12.4,50.5,99.9,0,0,0,0,0,0
20-29,106,113,200,12.4,50.4,99.8,0,1,3,0,0.4,1.5
30-39,250,168,222,30.2,83.1,150.4,1,0,5,0.1,0,3.4
40-49,221,130,186,26.6,90.6,163,0,0,18,0,0,15.8
50-59,89,36,104,12.8,39.8,136.6,1,1,19,0.1,1.1,25
60-69,83,28,72,13.1,56.1,127.6,1,3,14,0.2,6,24.8
70-79,43,13,33,9.3,48.3,97.2,4,1,7,0.9,3.7,20.6
80-89,18,6,22,8.9,35.1,125.9,0,1,3,0,5.9,17.2
90+,2,2,6,4.6,27.2,92.6,0,1,1,0,13.6,15.4
