date,amount,amountVirusDiagnosis,amountPersonTested,amountMagen,positiveAmount,positiveRate
2020-03-22T00:00:00.000Z,3226,3096,3030,1,264,8.71
2020-03-23T00:00:00.000Z,3523,3397,3297,1,359,10.89
2020-03-24T00:00:00.000Z,4667,4518,4430,0,433,9.77
2020-03-25T00:00:00.000Z,5925,5776,5671,0,431,7.6
2020-03-26T00:00:00.000Z,6457,6236,6131,1,529,8.63
2020-03-27T00:00:00.000Z,5739,5572,5364,1,440,8.2
2020-03-28T00:00:00.000Z,5740,5535,5424,1,489,9.02
2020-03-29T00:00:00.000Z,7567,7228,7111,2,540,7.59
2020-03-30T00:00:00.000Z,7101,6822,6614,0,558,8.44
2020-03-31T00:00:00.000Z,7989,7531,7293,0,750,10.28
2020-04-01T00:00:00.000Z,9009,8578,8399,7,707,8.42
2020-04-02T00:00:00.000Z,10232,9473,9326,3,743,7.97
2020-04-03T00:00:00.000Z,10333,9784,9626,2,608,6.32
2020-04-04T00:00:00.000Z,6355,5988,5907,1,441,7.47
2020-04-05T00:00:00.000Z,9396,8779,8645,0,601,6.95
2020-04-06T00:00:00.000Z,7498,6769,6679,0,458,6.86
2020-04-07T00:00:00.000Z,6967,6176,6114,0,382,6.25
2020-04-08T00:00:00.000Z,5881,4951,4851,156,345,7.11
2020-04-09T00:00:00.000Z,5748,5001,4945,263,351,7.1
2020-04-10T00:00:00.000Z,7347,6326,6208,505,364,5.86
2020-04-11T00:00:00.000Z,6702,5763,5644,945,360,6.38
2020-04-12T00:00:00.000Z,10598,8523,8335,1253,570,6.84
2020-04-13T00:00:00.000Z,10950,9183,8474,972,448,5.29
2020-04-14T00:00:00.000Z,12678,10958,10674,1103,409,3.83
2020-04-15T00:00:00.000Z,9450,7795,7619,159,318,4.17
2020-04-16T00:00:00.000Z,12788,11209,11028,183,303,2.75
2020-04-17T00:00:00.000Z,11594,9966,9828,305,307,3.12
2020-04-18T00:00:00.000Z,10606,8956,8828,1300,294,3.33
2020-04-19T00:00:00.000Z,11479,9994,9830,1575,291,2.96
2020-04-20T00:00:00.000Z,15365,13289,13097,3021,312,2.38
2020-04-21T00:00:00.000Z,13612,11632,11402,3057,289,2.53
2020-04-22T00:00:00.000Z,13293,11768,11432,2633,226,1.98
2020-04-23T00:00:00.000Z,14183,12256,11753,2221,281,2.39
2020-04-24T00:00:00.000Z,12628,10478,10305,2497,251,2.44
2020-04-25T00:00:00.000Z,9077,7357,7183,145,164,2.28
2020-04-26T00:00:00.000Z,8464,7341,7173,280,93,1.3
2020-04-27T00:00:00.000Z,11548,9418,9263,10,133,1.44
2020-04-28T00:00:00.000Z,10641,8815,8663,3,167,1.93
2020-04-29T00:00:00.000Z,8996,7392,7101,5,83,1.17
2020-04-30T00:00:00.000Z,9930,8592,8419,9,170,2.02
2020-05-01T00:00:00.000Z,11053,9220,9046,443,117,1.29
2020-05-02T00:00:00.000Z,5568,4760,4670,300,57,1.22
2020-05-03T00:00:00.000Z,8029,7398,7155,1184,27,0.38
2020-05-04T00:00:00.000Z,9260,7955,7824,1048,55,0.7
2020-05-05T00:00:00.000Z,8959,7689,7481,782,33,0.44
2020-05-06T00:00:00.000Z,9466,8545,8358,1922,66,0.79
2020-05-07T00:00:00.000Z,10119,9130,8925,967,62,0.69
2020-05-08T00:00:00.000Z,8157,7187,7078,374,33,0.47
2020-05-09T00:00:00.000Z,3869,3509,3442,165,20,0.58
2020-05-10T00:00:00.000Z,4944,4410,4244,274,29,0.68
2020-05-11T00:00:00.000Z,9215,7826,7589,1623,39,0.51
2020-05-12T00:00:00.000Z,7538,6681,6572,1146,23,0.35
2020-05-13T00:00:00.000Z,8272,7525,7374,2871,37,0.5
2020-05-14T00:00:00.000Z,8416,7677,7582,3158,22,0.29
2020-05-15T00:00:00.000Z,5696,5073,5008,1798,12,0.24
2020-05-16T00:00:00.000Z,1502,1343,1294,214,5,0.39
2020-05-17T00:00:00.000Z,4633,4219,4096,1126,15,0.37
2020-05-18T00:00:00.000Z,7692,6797,6704,1400,28,0.42
2020-05-19T00:00:00.000Z,7142,6502,6423,1713,22,0.34
2020-05-20T00:00:00.000Z,5968,5620,5537,904,15,0.27
2020-05-21T00:00:00.000Z,6165,5603,5513,755,22,0.4
2020-05-22T00:00:00.000Z,4995,4615,4523,1377,20,0.44
2020-05-23T00:00:00.000Z,718,670,609,0,5,0.82
2020-05-24T00:00:00.000Z,3808,3439,3299,248,13,0.39
2020-05-25T00:00:00.000Z,5333,4850,4773,512,23,0.48
2020-05-26T00:00:00.000Z,6819,6514,6423,1844,53,0.83
2020-05-27T00:00:00.000Z,6728,6441,6311,2039,41,0.65
2020-05-28T00:00:00.000Z,5353,5031,4931,1157,77,1.56
2020-05-29T00:00:00.000Z,1863,1803,1691,1,113,6.68
2020-05-30T00:00:00.000Z,1059,1041,968,0,29,3
2020-05-31T00:00:00.000Z,5640,5499,5382,392,88,1.64
2020-06-01T00:00:00.000Z,8155,7907,7754,1303,104,1.34
2020-06-02T00:00:00.000Z,11757,11577,11450,1902,125,1.09
2020-06-03T00:00:00.000Z,13209,13042,12913,1938,99,0.77
2020-06-04T00:00:00.000Z,14899,14728,14458,787,141,0.98
2020-06-05T00:00:00.000Z,16474,16351,16181,1096,129,0.8
2020-06-06T00:00:00.000Z,11537,11442,11359,221,79,0.7
2020-06-07T00:00:00.000Z,15098,14892,14720,605,142,0.96
2020-06-08T00:00:00.000Z,14644,14488,14259,777,182,1.28
2020-06-09T00:00:00.000Z,15064,14867,14575,1542,175,1.2
2020-06-10T00:00:00.000Z,18484,18166,18017,1493,240,1.33
2020-06-11T00:00:00.000Z,15810,15565,15434,1146,193,1.25
2020-06-12T00:00:00.000Z,13132,12880,12755,1113,185,1.45
2020-06-13T00:00:00.000Z,6987,6847,6741,601,150,2.23
2020-06-14T00:00:00.000Z,8839,8635,8401,1179,140,1.67
2020-06-15T00:00:00.000Z,14436,14109,13814,1823,202,1.46
2020-06-16T00:00:00.000Z,16239,15924,15719,2236,300,1.91
2020-06-17T00:00:00.000Z,16024,15639,15508,1923,273,1.76
2020-06-18T00:00:00.000Z,17392,16946,16813,2977,303,1.8
2020-06-19T00:00:00.000Z,12787,12450,12358,1372,310,2.51
2020-06-20T00:00:00.000Z,6010,5780,5723,318,161,2.81
2020-06-21T00:00:00.000Z,9152,8915,8796,1169,174,1.98
2020-06-22T00:00:00.000Z,14009,13464,13349,997,347,2.6
2020-06-23T00:00:00.000Z,19847,19165,19031,3209,449,2.36
2020-06-24T00:00:00.000Z,18393,17875,17639,1777,491,2.78
2020-06-25T00:00:00.000Z,18666,17984,17756,2974,514,2.89
2020-06-26T00:00:00.000Z,16531,16121,15924,1973,463,2.91
2020-06-27T00:00:00.000Z,10489,10057,9762,695,407,4.17
2020-06-28T00:00:00.000Z,10389,9901,9688,503,385,3.97
2020-06-29T00:00:00.000Z,21017,20266,19989,2945,755,3.78
2020-06-30T00:00:00.000Z,20841,20170,19763,3179,790,4
2020-07-01T00:00:00.000Z,21460,20842,20629,2571,974,4.72
2020-07-02T00:00:00.000Z,25042,24279,24020,3588,1149,4.78
2020-07-03T00:00:00.000Z,20953,20485,20250,2817,945,4.67
2020-07-04T00:00:00.000Z,17308,16717,16408,1385,832,5.07
2020-07-05T00:00:00.000Z,21112,20294,19961,1662,835,4.18
2020-07-06T00:00:00.000Z,25601,24762,24400,3194,1138,4.66
2020-07-07T00:00:00.000Z,28633,27721,27368,3539,1391,5.08
2020-07-08T00:00:00.000Z,29420,28611,28276,3126,1337,4.73
2020-07-09T00:00:00.000Z,29988,28961,28448,3300,1535,5.4
2020-07-10T00:00:00.000Z,25829,24781,24496,3082,1416,5.78
2020-07-11T00:00:00.000Z,20468,19265,19048,1817,1175,6.17
2020-07-12T00:00:00.000Z,21763,20310,19961,2795,1238,6.2
2020-07-13T00:00:00.000Z,29248,27506,27022,4176,1730,6.4
2020-07-14T00:00:00.000Z,31751,30031,29338,7700,1610,5.49
2020-07-15T00:00:00.000Z,30691,27943,27554,4689,1886,6.84
2020-07-16T00:00:00.000Z,31078,28535,28111,7097,1941,6.9
2020-07-17T00:00:00.000Z,25732,23639,23391,5977,1611,6.89
2020-07-18T00:00:00.000Z,20456,18230,18032,4810,1454,8.06
2020-07-19T00:00:00.000Z,19846,17898,17683,5263,1018,5.76
2020-07-20T00:00:00.000Z,27608,24542,24288,5137,1893,7.79
2020-07-21T00:00:00.000Z,30177,26815,26524,7571,2012,7.59
2020-07-22T00:00:00.000Z,28807,25761,25571,5860,2043,7.99
2020-07-23T00:00:00.000Z,32536,29329,29088,8141,1994,6.86
2020-07-24T00:00:00.000Z,24400,22787,22399,5526,1830,8.17
2020-07-25T00:00:00.000Z,15486,14658,14506,4684,1118,7.71
2020-07-26T00:00:00.000Z,12204,11449,11206,423,1047,9.34
2020-07-27T00:00:00.000Z,28245,27311,27050,7411,2053,7.59
2020-07-28T00:00:00.000Z,26639,25812,25523,7934,2121,8.31
2020-07-29T00:00:00.000Z,26228,25506,25223,7375,1956,7.75
2020-07-30T00:00:00.000Z,21962,21302,21010,5027,1792,8.53
2020-07-31T00:00:00.000Z,22898,22174,21985,9892,1363,6.2
2020-08-01T00:00:00.000Z,7790,7483,7371,2466,630,8.55
2020-08-02T00:00:00.000Z,10087,9633,9452,576,713,7.54
2020-08-03T00:00:00.000Z,23468,22643,22443,7095,1810,8.06
2020-08-04T00:00:00.000Z,26099,25145,24881,9776,1731,6.96
2020-08-05T00:00:00.000Z,25792,24953,24669,8861,1697,6.88
2020-08-06T00:00:00.000Z,28767,27921,27699,12490,1675,6.05
2020-08-07T00:00:00.000Z,25310,24574,24411,9847,1763,7.22
2020-08-08T00:00:00.000Z,8583,8148,8042,2055,754,9.38
2020-08-09T00:00:00.000Z,12163,11591,11431,2458,925,8.09
2020-08-10T00:00:00.000Z,24368,23475,23286,8123,1701,7.3
2020-08-11T00:00:00.000Z,27667,26652,26444,10509,1818,6.87
2020-08-12T00:00:00.000Z,26233,25337,25128,10034,1618,6.44
2020-08-13T00:00:00.000Z,28891,27892,27623,13201,1644,5.95
2020-08-14T00:00:00.000Z,20915,20116,19964,7789,1384,6.93
2020-08-15T00:00:00.000Z,9396,8869,8773,2098,758,8.64
2020-08-16T00:00:00.000Z,12388,11674,11540,951,1054,9.13
2020-08-17T00:00:00.000Z,26061,24984,24779,8114,1653,6.67
2020-08-18T00:00:00.000Z,27899,26839,26654,10274,1655,6.21
2020-08-19T00:00:00.000Z,28401,27343,27063,9461,1647,6.09
2020-08-20T00:00:00.000Z,28854,27902,27485,10804,1491,5.42
2020-08-21T00:00:00.000Z,27218,26409,26152,9043,1503,5.75
2020-08-22T00:00:00.000Z,11059,10551,10409,2255,716,6.88
2020-08-23T00:00:00.000Z,13297,12629,12421,384,968,7.79
2020-08-24T00:00:00.000Z,30139,28906,28248,7339,1892,6.7
2020-08-25T00:00:00.000Z,34056,32912,32506,10687,1960,6.03
2020-08-26T00:00:00.000Z,34288,33191,32726,12418,1988,6.07
2020-08-27T00:00:00.000Z,36465,35356,34945,13333,2116,6.06
2020-08-28T00:00:00.000Z,23290,22426,22280,5108,1831,8.22
2020-08-29T00:00:00.000Z,10708,10179,10065,1565,902,8.96
2020-08-30T00:00:00.000Z,13553,12950,12697,2189,1101,8.67
2020-08-31T00:00:00.000Z,31969,30743,30132,7713,2182,7.24
2020-09-01T00:00:00.000Z,28468,27603,27189,7374,2251,8.28
2020-09-02T00:00:00.000Z,35980,34709,34393,10672,3193,9.28
2020-09-03T00:00:00.000Z,35228,34056,33683,10675,2666,7.91
2020-09-04T00:00:00.000Z,31548,30802,30551,8509,2628,8.6
2020-09-05T00:00:00.000Z,15944,15327,15162,2673,1507,9.94
2020-09-06T00:00:00.000Z,19671,18761,18469,437,2177,11.79
2020-09-07T00:00:00.000Z,41454,40123,39768,9900,3396,8.54
2020-09-08T00:00:00.000Z,45674,44527,43646,11282,3495,8.01
2020-09-09T00:00:00.000Z,46408,45217,44864,9513,3992,8.9
2020-09-10T00:00:00.000Z,48748,47465,46648,7792,4162,8.92
2020-09-11T00:00:00.000Z,43702,42866,42477,6830,3987,9.39
2020-09-12T00:00:00.000Z,30570,29833,29629,6681,2708,9.14
2020-09-13T00:00:00.000Z,34979,33934,33496,4887,3177,9.48
2020-09-14T00:00:00.000Z,48442,47254,46787,6703,4829,10.32
2020-09-15T00:00:00.000Z,57765,56394,55694,9016,5541,9.95
2020-09-16T00:00:00.000Z,54228,53043,52125,9804,4578,8.78
2020-09-17T00:00:00.000Z,58810,57545,56669,6260,5395,9.52
2020-09-18T00:00:00.000Z,54471,53294,52644,7329,5341,10.15
2020-09-19T00:00:00.000Z,42832,41833,40975,10705,3810,9.3
2020-09-20T00:00:00.000Z,24491,23536,21671,2545,2584,11.92
2020-09-21T00:00:00.000Z,34602,33502,33053,5752,3885,11.75
2020-09-22T00:00:00.000Z,63062,61271,60613,16207,7072,11.67
2020-09-23T00:00:00.000Z,59351,57840,57257,11970,7152,12.49
2020-09-24T00:00:00.000Z,67979,66282,65400,14699,8291,12.68
2020-09-25T00:00:00.000Z,62717,61314,60622,12331,8409,13.87
2020-09-26T00:00:00.000Z,46421,45101,44552,8387,5879,13.2
2020-09-27T00:00:00.000Z,25283,24234,23232,2194,3446,14.83
2020-09-28T00:00:00.000Z,8220,7704,7487,100,1162,15.52
2020-09-29T00:00:00.000Z,34619,33235,32638,2657,5005,15.33
2020-09-30T00:00:00.000Z,70151,67866,67152,14378,9061,13.49
2020-10-01T00:00:00.000Z,65943,63813,63147,14951,7712,12.21
2020-10-02T00:00:00.000Z,62164,59992,59380,15136,7067,11.9
2020-10-03T00:00:00.000Z,25144,23575,23068,7927,2581,11.19
2020-10-04T00:00:00.000Z,26460,24908,24567,2164,2937,11.96
2020-10-05T00:00:00.000Z,52215,49894,49508,13301,5701,11.52
2020-10-06T00:00:00.000Z,47046,44884,44509,11468,4717,10.6
2020-10-07T00:00:00.000Z,49231,46658,46160,14823,4154,9
2020-10-08T00:00:00.000Z,49820,47355,46851,14082,3724,7.95
2020-10-09T00:00:00.000Z,37349,35310,35048,8392,2942,8.39
2020-10-10T00:00:00.000Z,13467,12320,11906,2302,891,7.48
2020-10-11T00:00:00.000Z,23119,21402,20956,1809,1639,7.82
2020-10-12T00:00:00.000Z,47366,44536,43738,12065,3134,7.17
2020-10-13T00:00:00.000Z,45317,42638,41516,15467,2303,5.55
2020-10-14T00:00:00.000Z,41182,38878,38400,13784,2103,5.48
2020-10-15T00:00:00.000Z,37649,35663,35297,11819,1608,4.56
2020-10-16T00:00:00.000Z,34745,33096,32593,6459,1474,4.52
2020-10-17T00:00:00.000Z,14994,14285,14178,2650,400,2.82
2020-10-18T00:00:00.000Z,27531,26199,25691,2226,924,3.6
2020-10-19T00:00:00.000Z,41854,40071,39479,10278,1498,3.79
2020-10-20T00:00:00.000Z,42544,40782,40303,13551,1182,2.93
2020-10-21T00:00:00.000Z,43454,41698,41247,13100,1158,2.81
2020-10-22T00:00:00.000Z,35304,33910,33547,8185,1029,3.07
2020-10-23T00:00:00.000Z,30510,29448,29066,6544,858,2.95
2020-10-24T00:00:00.000Z,6661,6334,6253,1525,249,3.98
2020-10-25T00:00:00.000Z,21807,20891,20491,2433,613,2.99
2020-10-26T00:00:00.000Z,41012,39606,38263,11555,879,2.3
2020-10-27T00:00:00.000Z,41723,40422,39726,14685,878,2.21
2020-10-28T00:00:00.000Z,35097,34031,33517,11273,724,2.16
2020-10-29T00:00:00.000Z,37605,36627,36244,9330,641,1.77
2020-10-30T00:00:00.000Z,32646,31858,31635,5830,681,2.15
2020-10-31T00:00:00.000Z,8027,7746,7646,1198,221,2.89
2020-11-01T00:00:00.000Z,22643,22018,21394,2488,671,3.14
2020-11-02T00:00:00.000Z,35817,34814,33620,10770,789,2.35
2020-11-03T00:00:00.000Z,41558,40508,38599,13387,847,2.19
2020-11-04T00:00:00.000Z,39793,38965,37487,11707,764,2.04
2020-11-05T00:00:00.000Z,35369,34682,33933,8656,568,1.67
2020-11-06T00:00:00.000Z,31589,30886,30161,7783,698,2.31
2020-11-07T00:00:00.000Z,8344,8111,8026,927,209,2.6
2020-11-08T00:00:00.000Z,22114,21639,21058,3356,536,2.55
2020-11-09T00:00:00.000Z,35224,34579,33431,9796,724,2.17
2020-11-10T00:00:00.000Z,41656,40882,39924,15349,674,1.69
2020-11-11T00:00:00.000Z,40489,39767,38596,11157,756,1.96
2020-11-12T00:00:00.000Z,40337,39604,38670,7603,838,2.17
2020-11-13T00:00:00.000Z,35792,35239,34419,7491,755,2.19
2020-11-14T00:00:00.000Z,12933,12721,12636,586,285,2.26
2020-11-15T00:00:00.000Z,23799,23418,23152,1347,625,2.7
2020-11-16T00:00:00.000Z,48244,47297,46485,12391,874,1.88
2020-11-17T00:00:00.000Z,52811,51973,51157,13456,829,1.62
2020-11-18T00:00:00.000Z,44845,44164,43458,8966,795,1.83
2020-11-19T00:00:00.000Z,53019,52330,50368,9641,770,1.53
2020-11-20T00:00:00.000Z,43698,43131,42421,5598,773,1.82
2020-11-21T00:00:00.000Z,15894,15653,15105,296,417,2.76
2020-11-22T00:00:00.000Z,34383,33930,31783,2532,768,2.42
2020-11-23T00:00:00.000Z,51963,51182,49122,10704,959,1.95
2020-11-24T00:00:00.000Z,57651,56903,55286,12761,843,1.52
2020-11-25T00:00:00.000Z,59099,58279,56469,11638,1083,1.92
2020-11-26T00:00:00.000Z,52700,51922,49879,6204,1092,2.19
2020-11-27T00:00:00.000Z,48108,47578,46538,5920,1031,2.22
2020-11-28T00:00:00.000Z,17528,17274,16177,3152,576,3.56
2020-11-29T00:00:00.000Z,39540,38964,36836,2656,1035,2.81
2020-11-30T00:00:00.000Z,58214,57345,55157,10001,1252,2.27
2020-12-01T00:00:00.000Z,62902,62128,58850,13832,1195,2.03
2020-12-02T00:00:00.000Z,71074,70146,67773,12612,1583,2.34
2020-12-03T00:00:00.000Z,64143,63359,60990,10972,1452,2.38
2020-12-04T00:00:00.000Z,60951,60193,58879,7734,1528,2.6
2020-12-05T00:00:00.000Z,25875,25501,24306,1602,998,4.11
2020-12-06T00:00:00.000Z,42586,42029,39981,1844,1363,3.41
2020-12-07T00:00:00.000Z,67303,66340,63998,9323,1873,2.93
2020-12-08T00:00:00.000Z,70120,69271,67246,10788,1766,2.63
2020-12-09T00:00:00.000Z,74290,73390,71327,12838,1880,2.64
2020-12-10T00:00:00.000Z,76642,75787,73603,10157,2002,2.72
2020-12-11T00:00:00.000Z,76270,75420,73670,10615,1834,2.49
2020-12-12T00:00:00.000Z,44833,44298,41054,3705,1295,3.15
2020-12-13T00:00:00.000Z,51468,50869,48206,1162,1731,3.59
2020-12-14T00:00:00.000Z,73698,72907,70622,9416,2312,3.27
2020-12-15T00:00:00.000Z,83972,83022,80504,12634,2892,3.59
2020-12-16T00:00:00.000Z,84131,83225,80715,12899,2867,3.55
2020-12-17T00:00:00.000Z,80544,79614,76541,11748,2841,3.71
2020-12-18T00:00:00.000Z,76733,75984,74000,8572,2807,3.79
2020-12-19T00:00:00.000Z,62141,61474,59485,7112,1899,3.19
2020-12-20T00:00:00.000Z,71714,70898,67138,3392,3103,4.62
2020-12-21T00:00:00.000Z,93007,92025,88962,11555,3869,4.35
2020-12-22T00:00:00.000Z,94365,93358,90053,15024,4379,4.86
2020-12-23T00:00:00.000Z,97771,96842,93246,11541,4063,4.36
2020-12-24T00:00:00.000Z,99018,98057,93693,12109,4075,4.35
2020-12-25T00:00:00.000Z,86515,85573,82785,11614,4025,4.86
2020-12-26T00:00:00.000Z,63971,63261,60679,5892,2664,4.39
2020-12-27T00:00:00.000Z,71376,70641,68292,2738,3546,5.19
2020-12-28T00:00:00.000Z,99891,98883,98068,12472,5531,5.64
2020-12-29T00:00:00.000Z,99628,98763,97943,13200,5653,5.77
2020-12-30T00:00:00.000Z,103391,102437,101502,12637,5878,5.79
2020-12-31T00:00:00.000Z,103597,102704,101393,10590,5895,5.81
2021-01-01T00:00:00.000Z,101217,100234,95925,8774,6047,6.3
2021-01-02T00:00:00.000Z,77160,76489,75726,4238,4229,5.58
2021-01-03T00:00:00.000Z,79939,79082,76827,2923,5245,6.83
2021-01-04T00:00:00.000Z,111657,110630,108303,9801,8436,7.79
2021-01-05T00:00:00.000Z,116538,115519,114257,12014,8256,7.23
2021-01-06T00:00:00.000Z,121360,120186,117087,13611,7909,6.75
2021-01-07T00:00:00.000Z,117331,116268,114214,13917,7702,6.74
2021-01-08T00:00:00.000Z,116983,115893,114351,14836,8232,7.2
2021-01-09T00:00:00.000Z,80260,79328,77761,7222,5174,6.65
2021-01-10T00:00:00.000Z,96425,95359,93751,2914,6997,7.46
2021-01-11T00:00:00.000Z,126327,124851,121457,8507,9787,8.06
2021-01-12T00:00:00.000Z,120996,119586,117437,15454,9332,7.95
2021-01-13T00:00:00.000Z,122324,120922,118713,20351,9530,8.03
2021-01-14T00:00:00.000Z,124846,123362,121040,13048,9319,7.7
2021-01-15T00:00:00.000Z,101984,100750,99429,10943,8458,8.51
2021-01-16T00:00:00.000Z,71759,70809,68967,5119,5096,7.39
2021-01-17T00:00:00.000Z,64475,63376,61786,2442,5681,9.19
2021-01-18T00:00:00.000Z,102021,100610,99273,13451,10116,10.19
2021-01-19T00:00:00.000Z,96080,94663,93784,15552,8656,9.23
2021-01-20T00:00:00.000Z,93421,91832,90017,13692,8352,9.28
2021-01-21T00:00:00.000Z,82548,81169,80130,12318,7267,9.07
2021-01-22T00:00:00.000Z,86037,84649,83638,10885,7387,8.83
2021-01-23T00:00:00.000Z,31000,30429,30192,1237,2435,8.07
2021-01-24T00:00:00.000Z,54458,53503,52960,3232,4957,9.36
2021-01-25T00:00:00.000Z,91655,89948,88171,14493,8718,9.89
2021-01-26T00:00:00.000Z,83593,82173,81477,11625,7793,9.56
2021-01-27T00:00:00.000Z,86104,84646,83460,14078,7747,9.28
2021-01-28T00:00:00.000Z,78521,77257,76427,10097,7197,9.42
2021-01-29T00:00:00.000Z,74378,73047,71729,7527,6781,9.45
2021-01-30T00:00:00.000Z,26885,26392,26052,688,2616,10.04
2021-01-31T00:00:00.000Z,55061,54036,53399,3462,5243,9.82
2021-02-01T00:00:00.000Z,93114,91474,89832,14968,8933,9.94
2021-02-02T00:00:00.000Z,88873,87269,86207,13607,8024,9.31
2021-02-03T00:00:00.000Z,86190,84737,84055,11802,7476,8.89
2021-02-04T00:00:00.000Z,84651,83104,81963,10385,7270,8.87
2021-02-05T00:00:00.000Z,84147,82844,81763,7901,6599,8.07
2021-02-06T00:00:00.000Z,29033,28472,28207,162,2652,9.4
2021-02-07T00:00:00.000Z,54012,52899,52320,3280,4606,8.8
2021-02-08T00:00:00.000Z,91355,89667,88902,13628,7834,8.81
2021-02-09T00:00:00.000Z,80932,79451,78602,11958,6158,7.83
2021-02-10T00:00:00.000Z,77442,76030,75403,11517,5664,7.51
2021-02-11T00:00:00.000Z,76512,75116,74448,8948,5014,6.73
2021-02-12T00:00:00.000Z,67572,66314,64306,5281,4677,7.27
2021-02-13T00:00:00.000Z,24927,24430,24213,226,1886,7.79
2021-02-14T00:00:00.000Z,47472,46409,45794,3294,3490,7.62
2021-02-15T00:00:00.000Z,70971,69587,68926,11325,5184,7.52
2021-02-16T00:00:00.000Z,74156,72770,71438,12957,4575,6.4
2021-02-17T00:00:00.000Z,64502,63305,62774,9436,4148,6.61
2021-02-18T00:00:00.000Z,52221,51339,50732,6708,3346,6.6
2021-02-19T00:00:00.000Z,62777,61834,61023,3594,3785,6.2
2021-02-20T00:00:00.000Z,19606,19200,18630,325,1257,6.75
2021-02-21T00:00:00.000Z,49967,49038,48412,3246,3100,6.4
2021-02-22T00:00:00.000Z,69525,68201,67006,9117,4816,7.19
2021-02-23T00:00:00.000Z,71825,70499,69482,13458,4436,6.38
2021-02-24T00:00:00.000Z,74950,73695,72632,10770,4358,6
2021-02-25T00:00:00.000Z,70305,69217,68193,7140,3817,5.6
2021-02-26T00:00:00.000Z,65689,64799,64141,3798,3812,5.94
2021-02-27T00:00:00.000Z,24383,24037,23607,461,1457,6.17
2021-02-28T00:00:00.000Z,54459,53611,52598,3902,3135,5.96
2021-03-01T00:00:00.000Z,89327,88060,87166,6816,4874,5.59
2021-03-02T00:00:00.000Z,90440,89236,88178,13350,4378,4.96
2021-03-03T00:00:00.000Z,93553,92344,91217,9344,4658,5.11
2021-03-04T00:00:00.000Z,89978,88795,87198,10467,3662,4.2
2021-03-05T00:00:00.000Z,100708,99564,98098,4271,3758,3.83
2021-03-06T00:00:00.000Z,41052,40484,39848,158,1946,4.88
2021-03-07T00:00:00.000Z,62274,61281,60369,5521,2349,3.89
2021-03-08T00:00:00.000Z,94909,93532,92303,7322,3788,4.1
2021-03-09T00:00:00.000Z,90531,89114,87581,12719,3117,3.56
2021-03-10T00:00:00.000Z,94033,92751,91205,11049,2832,3.11
2021-03-11T00:00:00.000Z,81712,80593,78883,9915,2544,3.23
2021-03-12T00:00:00.000Z,83540,82455,81081,4971,2406,2.97
2021-03-13T00:00:00.000Z,27130,26707,26364,119,780,2.96
2021-03-14T00:00:00.000Z,55955,55012,54030,3766,1401,2.59
2021-03-15T00:00:00.000Z,82895,81500,80357,10948,2118,2.64
2021-03-16T00:00:00.000Z,69935,68775,67544,13107,1572,2.33
2021-03-17T00:00:00.000Z,74635,73428,71789,13950,1540,2.15
2021-03-18T00:00:00.000Z,61735,60804,59594,9580,1237,2.08
2021-03-19T00:00:00.000Z,60467,59671,58043,3722,1077,1.86
2021-03-20T00:00:00.000Z,19216,18841,18666,150,349,1.87
2021-03-21T00:00:00.000Z,46220,45301,44674,6203,686,1.54
2021-03-22T00:00:00.000Z,58122,57031,55885,9566,978,1.75
