age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,10,16,51,185.6,7.1,5.4,0,0,0,0,0,0
12-15,6,28,17,109.9,8.6,6.1,0,0,0,0,0,0
16-19,9,130,22,254.8,29.6,16.2,0,0,0,0,0,0
20-29,14,376,40,139.4,33.6,23.8,0,0,1,0,0,0.6
30-39,17,342,43,162.9,32.4,34.6,0,1,0,0,0.1,0
40-49,18,346,55,137.9,35,57.6,0,3,0,0,0.3,0
50-59,13,412,51,76.4,51.7,97,0,2,2,0,0.3,3.8
60-69,65,979,64,271.8,148.1,115.8,0,12,2,0,1.8,3.6
70-79,101,1193,70,407.6,247.2,623.3,2,16,5,8.1,3.3,44.5
80+,56,865,59,463.5,344.1,399.1,2,18,7,16.6,7.2,47.3
