age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,28,81,0,12.9,8.5,0,0,0,0,0,0
12-15,1,55,29,24.3,17.5,10,0,1,0,0,0.3,0
16-19,5,468,51,148,108,36.1,0,0,1,0,0,0.7
20-29,8,900,94,73.2,80.1,57.6,0,0,0,0,0,0
30-39,24,619,93,141.9,58.8,75.9,1,1,1,5.9,0.1,0.8
40-49,43,741,87,181.9,75.4,94.6,0,0,1,0,0,1.1
50-59,61,790,79,165,101.1,166.6,0,8,1,0,1,2.1
60-69,237,1288,113,274,215.2,204.3,0,13,7,0,2.2,12.7
70-79,516,1231,114,388.6,322,3413.2,3,31,7,2.3,8.1,209.6
80+,572,1076,147,737.7,558.6,1850.5,7,37,3,9,19.2,37.8
