age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,56,0,437,16,0,172.3,0,0,0,0,0,0
16-19,38,67,177,10.7,71.4,144.5,0,0,0,0,0,0
20-29,86,171,384,10.4,71,180.6,0,1,5,0,0.4,2.4
30-39,140,193,396,17.4,89.3,255.5,0,0,11,0,0,7.1
40-49,130,142,312,15.9,92.6,261.3,1,2,29,0.1,1.3,24.3
50-59,55,61,170,8,63.9,209,1,2,31,0.1,2.1,38.1
60-69,57,45,113,9.1,86.5,192.6,6,3,30,1,5.8,51.1
70-79,51,23,76,11.2,82.2,198.2,9,1,18,2,3.6,46.9
80-89,36,11,45,18.1,62.9,236.8,3,0,9,1.5,0,47.4
90+,7,4,10,16.5,54.5,138,0,0,5,0,0,69
