period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
All,5-11,942,31184,0.16,5.41
1_Year,5-11,942,31121,0.19,6.23
6_Month,5-11,942,30857,0.2,6.67
3_Month,5-11,942,29592,0.27,8.43
1_Month,5-11,884,28207,0.27,8.76
All,12-15,5290,13141,1.9,4.72
1_Year,12-15,5290,13040,2.36,5.81
6_Month,12-15,5279,12855,2.57,6.26
3_Month,12-15,5202,11985,3.06,7.04
1_Month,12-15,4826,11087,3.11,7.15
1_Month,16-19,7953,6965,6.27,5.49
3_Month,16-19,8720,7747,6.32,5.62
6_Month,16-19,8899,8590,5.47,5.28
1_Year,16-19,8949,8718,5.05,4.92
All,16-19,8956,8934,3.61,3.6
1_Month,20-29,17910,12559,7.21,5.06
3_Month,20-29,19557,13906,7.18,5.1
6_Month,20-29,20060,15719,6.03,4.72
1_Year,20-29,20127,15999,5.5,4.37
All,20-29,20137,16285,4.07,3.29
3_Month,30-39,16865,11759,6,4.18
All,30-39,17353,13470,3.73,2.89
1_Year,30-39,17348,13288,4.67,3.58
6_Month,30-39,17270,13067,5.04,3.81
1_Month,30-39,15874,10907,6.07,4.17
All,40-49,15281,9757,3.76,2.4
1_Year,40-49,15273,9629,4.74,2.99
6_Month,40-49,15197,9482,5.06,3.16
3_Month,40-49,14876,8708,5.84,3.42
1_Month,40-49,13862,8051,5.86,3.41
All,50-59,9191,5102,3.48,1.93
1_Year,50-59,9187,4993,4.55,2.47
6_Month,50-59,9129,4923,4.86,2.62
3_Month,50-59,8955,4613,5.48,2.82
1_Month,50-59,8331,4264,5.46,2.79
1_Month,60-69,4596,2265,4.6,2.27
3_Month,60-69,4920,2426,4.6,2.27
6_Month,60-69,5013,2524,4.14,2.09
1_Year,60-69,5058,2566,3.88,1.97
All,60-69,5064,2617,2.95,1.53
1_Month,70-79,1825,589,3.65,1.18
6_Month,70-79,2025,672,3.32,1.1
3_Month,70-79,1969,642,3.66,1.19
1_Year,70-79,2049,693,3.1,1.05
All,70-79,2053,725,2.36,0.84
1_Month,80-89,800,254,4.09,1.3
3_Month,80-89,852,273,4.09,1.31
6_Month,80-89,880,282,3.61,1.16
1_Year,80-89,893,287,3.32,1.07
All,80-89,903,315,2.39,0.83
All,90+,334,87,3.05,0.8
1_Year,90+,332,76,4.56,1.04
3_Month,90+,310,70,5.54,1.25
1_Month,90+,282,62,5.33,1.17
6_Month,90+,321,73,4.91,1.12
