age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,80,0,733,23.4,0,288.6,0,0,0,0,0,0
16-19,97,140,311,28.2,145.5,249,0,0,0,0,0,0
20-29,166,344,550,20.6,141.6,250.1,0,2,6,0,0.8,2.7
30-39,271,412,594,34.3,188.8,373.3,0,0,14,0,0,8.8
40-49,241,275,473,29.9,177.1,385.6,1,2,38,0.1,1.3,31
50-59,116,113,259,17.1,117,308.5,4,4,51,0.6,4.1,60.8
60-69,99,82,163,15.8,156.3,271.6,9,3,39,1.4,5.7,65
70-79,85,52,123,18.7,183.9,306.2,11,7,25,2.4,24.8,62.2
80-89,58,25,68,29.3,142.6,344.3,6,3,10,3,17.1,50.6
90+,15,4,18,35.6,55,237.5,2,0,7,4.7,0,92.4
