age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,10,71,202,119.4,31.2,21.5,0,0,0,0,0,0
12-15,8,95,33,73.7,29.1,12.1,0,0,0,0,0,0
16-19,11,187,37,107.5,43,27.7,0,0,0,0,0,0
20-29,35,642,99,111.6,58.6,57.9,0,3,2,0,0.3,1.2
30-39,36,780,141,110.1,75.4,112.9,0,1,1,0,0.1,0.8
40-49,39,859,104,115.5,88.8,106.3,0,2,0,0,0.2,0
50-59,61,885,106,169.1,114.3,190.6,0,5,4,0,0.6,7.2
60-69,106,1591,128,294.7,245.4,227.4,0,19,6,0,2.9,10.7
70-79,117,1843,100,435.3,387.8,607.3,4,19,2,14.9,4,12.1
80+,66,1473,104,526.4,590.2,644.6,1,30,10,8,12,62
