age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,366,0,5779,413.1,0,588.9,0,0,0,0,0,0
12-15,3119,0,1577,869,0,638.9,0,0,0,0,0,0
16-19,1845,356,771,483.4,489.5,661.8,0,0,1,0,0,0.9
20-29,4197,797,1290,475,388.8,671.3,0,0,1,0,0,0.5
30-39,3860,826,946,455.2,444,669.5,0,0,7,0,0,5
40-49,4146,618,775,489.9,466.3,708.1,0,0,19,0,0,17.4
50-59,2669,261,416,378.8,309.2,574.9,0,3,22,0,3.6,30.4
60-69,1848,114,203,289.6,241.3,368,5,3,15,0.8,6.4,27.2
70-79,1060,50,75,227.3,194.8,240.5,5,1,7,1.1,3.9,22.4
80-89,316,14,39,154.8,84.1,258.4,6,1,9,2.9,6,59.6
90+,69,3,11,153.8,40.5,228.4,2,0,0,4.5,0,0
