period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
All,5-11,904,30002,0.16,5.32
1_Year,5-11,904,29940,0.19,6.14
6_Month,5-11,904,29697,0.2,6.59
3_Month,5-11,904,28431,0.27,8.4
1_Month,5-11,859,27293,0.28,8.74
All,12-15,5114,12811,1.88,4.7
1_Year,12-15,5114,12712,2.33,5.8
6_Month,12-15,5103,12533,2.55,6.27
3_Month,12-15,5026,11663,3.05,7.08
1_Month,12-15,4726,10959,3.12,7.22
1_Month,16-19,7930,7023,6.35,5.63
3_Month,16-19,8497,7602,6.35,5.68
6_Month,16-19,8677,8449,5.46,5.32
1_Year,16-19,8725,8574,5.03,4.94
All,16-19,8732,8787,3.57,3.6
1_Month,20-29,17747,12632,7.25,5.16
3_Month,20-29,19018,13659,7.19,5.16
6_Month,20-29,19521,15475,6,4.75
1_Year,20-29,19586,15752,5.45,4.39
All,20-29,19595,16035,4.03,3.3
3_Month,30-39,16315,11516,6.02,4.25
All,30-39,16799,13223,3.69,2.9
1_Year,30-39,16795,13044,4.65,3.61
6_Month,30-39,16720,12832,5.02,3.85
1_Month,30-39,15500,10814,6.1,4.26
All,40-49,14813,9569,3.74,2.41
1_Year,40-49,14805,9444,4.72,3.01
6_Month,40-49,14731,9298,5.06,3.19
3_Month,40-49,14409,8522,5.87,3.47
1_Month,40-49,13569,8007,5.91,3.49
All,50-59,8893,4997,3.44,1.93
1_Year,50-59,8889,4891,4.52,2.49
6_Month,50-59,8836,4820,4.84,2.64
3_Month,50-59,8659,4510,5.49,2.86
1_Month,50-59,8157,4243,5.49,2.85
1_Month,60-69,4532,2250,4.65,2.31
3_Month,60-69,4780,2376,4.62,2.3
6_Month,60-69,4874,2475,4.14,2.1
1_Year,60-69,4915,2516,3.87,1.98
All,60-69,4921,2567,2.93,1.53
1_Month,70-79,1798,597,3.69,1.22
6_Month,70-79,1968,657,3.33,1.11
3_Month,70-79,1912,627,3.68,1.21
1_Year,70-79,1992,678,3.1,1.05
All,70-79,1996,710,2.35,0.84
1_Month,80-89,789,250,4.15,1.32
3_Month,80-89,827,263,4.13,1.31
6_Month,80-89,855,272,3.62,1.15
1_Year,80-89,868,277,3.32,1.06
All,80-89,878,305,2.37,0.83
All,90+,329,85,3.07,0.79
1_Year,90+,327,74,4.62,1.05
3_Month,90+,305,68,5.67,1.26
1_Month,90+,287,63,5.58,1.22
6_Month,90+,317,71,5,1.12
