age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,57,0,544,16.4,0,214.8,0,0,0,0,0,0
16-19,55,89,212,15.7,95.6,172.6,0,0,0,0,0,0
20-29,89,204,436,10.9,85.6,203.3,0,1,7,0,0.4,3.3
30-39,177,247,453,22.1,115.2,290.6,0,0,9,0,0,5.8
40-49,139,173,354,17.1,113.3,294.6,2,0,32,0.2,0,26.6
50-59,71,77,192,10.4,81,234,2,2,43,0.3,2.1,52.4
60-69,61,56,145,9.7,108.3,245.4,6,4,36,1,7.7,60.9
70-79,55,30,89,12.1,107.9,228.4,11,4,17,2.4,14.4,43.6
80-89,43,11,45,21.6,63.5,233.8,5,1,11,2.5,5.8,57.2
90+,6,4,12,14.1,55.2,163,2,1,3,4.7,13.8,40.7
