instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-19T00:00:00.000Z
Tel Aviv Medical Center       ,92,117.7,2022-12-19T00:00:00.000Z
,,,2022-12-19T00:00:00.000Z
Assuta Ashdod                 ,,,2022-12-19T00:00:00.000Z
Hacarmel Hospital             ,57.5,72.4,2022-12-19T00:00:00.000Z
Yosephtal Hospital            ,62.5,46.2,2022-12-19T00:00:00.000Z
Rabin K. Hasharon             ,67.5,63.1,2022-12-19T00:00:00.000Z
Assaf Harofeh Medical Center  ,79.5,73.6,2022-12-19T00:00:00.000Z
Bnei Ziom Medical Center      ,90.1,93.1,2022-12-19T00:00:00.000Z
Barzilai Medical Center       ,96.9,84.4,2022-12-19T00:00:00.000Z
,,,2022-12-19T00:00:00.000Z
Woolfson Medical Center       ,75,72.5,2022-12-19T00:00:00.000Z
Poriah Hospital               ,82.1,67.3,2022-12-19T00:00:00.000Z
Soroka Medical Center         ,86,89.3,2022-12-19T00:00:00.000Z
Laniado                       ,89.7,92.5,2022-12-19T00:00:00.000Z
Hadassah Mount Scopus         ,91.7,85.4,2022-12-19T00:00:00.000Z
Meir Hospital                 ,96,88.9,2022-12-19T00:00:00.000Z
Nahariya                      ,101.6,92.5,2022-12-19T00:00:00.000Z
Kaplan Hospital               ,101.3,90.5,2022-12-19T00:00:00.000Z
Haemek Valley Center Hospital ,102.6,75.9,2022-12-19T00:00:00.000Z
Hillel Yaffeh Medical Center  ,103.4,86.4,2022-12-19T00:00:00.000Z
Rambam                        ,105.6,93.7,2022-12-19T00:00:00.000Z
Chaim Sheba Medical Center    ,110,108.4,2022-12-19T00:00:00.000Z
Shaare Zedek                  ,114.7,108.7,2022-12-19T00:00:00.000Z
Hadassah Ein Kerem            ,125.2,97.8,2022-12-19T00:00:00.000Z
The Holy Family               ,,,2022-12-19T00:00:00.000Z
,,,2022-12-19T00:00:00.000Z
      Ziv Hospital            ,106.3,83.9,2022-12-19T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-19T00:00:00.000Z
,,,2022-12-19T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-12-19T00:00:00.000Z
Shmuel Harofe                 ,,,2022-12-19T00:00:00.000Z
