period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,175,319,20.42,37.22
3_Month,5-11,417,823,17.9,35.34
6_Month,5-11,2904,9528,10.06,33
1_Year,5-11,5288,51712,1.08,10.55
All,5-11,5288,53560,0.73,7.39
1_Month,12-15,367,165,38.55,17.33
3_Month,12-15,715,374,31.26,16.35
6_Month,12-15,2309,2390,16.43,17
1_Year,12-15,9515,17760,3.99,7.45
All,12-15,9582,19128,2.75,5.49
1_Month,16-19,969,130,46.14,6.19
3_Month,16-19,1635,234,42.31,6.06
6_Month,16-19,4660,1216,25.93,6.77
1_Year,16-19,16183,10133,8.08,5.06
All,16-19,16404,11420,5.26,3.66
1_Month,20-29,2402,214,46.24,4.12
3_Month,20-29,4104,418,41.13,4.19
6_Month,20-29,13466,2921,24.63,5.34
1_Year,20-29,40891,19414,9.32,4.43
All,20-29,41410,22036,6.25,3.33
1_Month,30-39,2355,294,42.72,5.33
3_Month,30-39,4115,542,36.87,4.86
6_Month,30-39,14947,3725,22.39,5.58
1_Year,30-39,39960,18522,8.25,3.82
All,30-39,40435,20418,6.02,3.04
1_Month,40-49,2868,214,47.03,3.51
3_Month,40-49,4986,450,39.78,3.59
6_Month,40-49,15121,2915,22.17,4.27
1_Year,40-49,37176,13849,8.17,3.05
All,40-49,37597,15046,6.18,2.47
1_Month,50-59,2298,201,36.82,3.22
3_Month,50-59,4105,407,30.95,3.07
6_Month,50-59,11268,1870,17.1,2.84
1_Year,50-59,25060,7758,7.6,2.35
All,50-59,25310,8322,5.86,1.93
1_Month,60-69,1912,137,28.61,2.05
3_Month,60-69,3477,241,22.72,1.57
6_Month,60-69,8986,1074,12.29,1.47
1_Year,60-69,16907,4160,6.43,1.58
All,60-69,17082,4391,5.21,1.34
1_Month,70-79,1241,60,19.11,0.92
3_Month,70-79,2419,126,15.26,0.79
6_Month,70-79,5890,488,8.69,0.72
1_Year,70-79,9285,1372,5.19,0.77
All,70-79,9381,1467,4.42,0.69
1_Month,80+,831,82,17.95,1.77
3_Month,80+,1559,145,15.28,1.42
6_Month,80+,4051,397,10.2,1
1_Year,80+,5982,887,6.48,0.96
All,80+,6063,957,5.28,0.83
