instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2023-01-21T00:00:00.000Z
Tel Aviv Medical Center       ,82.6,97,2023-01-21T00:00:00.000Z
,,,2023-01-21T00:00:00.000Z
Yosephtal Hospital            ,43.8,46.2,2023-01-21T00:00:00.000Z
Hacarmel Hospital             ,62.3,66.9,2023-01-21T00:00:00.000Z
Woolfson Medical Center       ,75.8,69.1,2023-01-21T00:00:00.000Z
Poriah Hospital               ,75.6,65.1,2023-01-21T00:00:00.000Z
Shmuel Harofe                 ,86.1,80.6,2023-01-21T00:00:00.000Z
Soroka Medical Center         ,87.6,75,2023-01-21T00:00:00.000Z
Bnei Ziom Medical Center      ,89.3,69.2,2023-01-21T00:00:00.000Z
Laniado                       ,92.3,91.5,2023-01-21T00:00:00.000Z
Hadassah Mount Scopus         ,94.4,81.4,2023-01-21T00:00:00.000Z
Assuta Ashdod                 ,96.3,90.8,2023-01-21T00:00:00.000Z
Barzilai Medical Center       ,103.6,75.9,2023-01-21T00:00:00.000Z
,,,2023-01-21T00:00:00.000Z
Rabin K. Hasharon             ,83.3,75.5,2023-01-21T00:00:00.000Z
Assaf Harofeh Medical Center  ,95.4,69.7,2023-01-21T00:00:00.000Z
Meir Hospital                 ,100.5,93.6,2023-01-21T00:00:00.000Z
      Ziv Hospital            ,102.8,65.1,2023-01-21T00:00:00.000Z
Hillel Yaffeh Medical Center  ,104.8,79.3,2023-01-21T00:00:00.000Z
Chaim Sheba Medical Center    ,107.7,96.7,2023-01-21T00:00:00.000Z
Rambam                        ,111.6,82.5,2023-01-21T00:00:00.000Z
Haemek Valley Center Hospital ,112.9,71.3,2023-01-21T00:00:00.000Z
Rabin K. Beilinson            ,117.6,88.9,2023-01-21T00:00:00.000Z
Shaare Zedek                  ,118.7,99.2,2023-01-21T00:00:00.000Z
Nahariya                      ,120.4,85.3,2023-01-21T00:00:00.000Z
Kaplan Hospital               ,123.3,98.3,2023-01-21T00:00:00.000Z
Hadassah Ein Kerem            ,132,88.1,2023-01-21T00:00:00.000Z
The Holy Family               ,,,2023-01-21T00:00:00.000Z
,,,2023-01-21T00:00:00.000Z
,,41.7,2023-01-21T00:00:00.000Z
Mayanei Hayeshua              ,,,2023-01-21T00:00:00.000Z
,,,2023-01-21T00:00:00.000Z
