period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,109,196,20.64,37.12
3_Month,5-11,440,858,19.26,37.57
6_Month,5-11,1154,2874,13.94,34.71
1_Year,5-11,5038,40764,1.41,11.41
All,5-11,5403,53771,0.74,7.41
1_Month,12-15,175,86,36.61,17.99
3_Month,12-15,786,372,35.36,16.73
6_Month,12-15,1370,934,24.65,16.81
1_Year,12-15,7395,11536,4.56,7.12
All,12-15,9770,19219,2.8,5.51
1_Month,16-19,734,70,52.96,5.05
3_Month,16-19,2202,270,47.38,5.81
6_Month,16-19,3254,544,37.26,6.23
1_Year,16-19,12487,5250,9.08,3.82
All,16-19,17176,11494,5.49,3.67
1_Month,20-29,1733,144,51.2,4.25
3_Month,20-29,5397,485,46.41,4.17
6_Month,20-29,8776,1215,34.44,4.77
1_Year,20-29,33127,11068,10.55,3.53
All,20-29,43250,22190,6.49,3.33
1_Month,30-39,1565,176,46.43,5.22
3_Month,30-39,5153,617,42.04,5.03
6_Month,30-39,9060,1530,30.98,5.23
1_Year,30-39,34254,12508,9.21,3.36
All,30-39,42097,20607,6.24,3.05
1_Month,40-49,1847,147,49.91,3.97
3_Month,40-49,6266,495,45.64,3.61
6_Month,40-49,10043,1248,32.25,4.01
1_Year,40-49,32479,9259,9.21,2.63
All,40-49,39576,15206,6.47,2.48
1_Month,50-59,1497,112,40.68,3.04
3_Month,50-59,5098,454,36.34,3.24
6_Month,50-59,8051,902,25.44,2.85
1_Year,50-59,22679,5365,8.51,2.01
All,50-59,26918,8441,6.18,1.94
1_Month,60-69,1144,78,29.08,1.98
3_Month,60-69,4107,278,26.81,1.81
6_Month,60-69,6602,564,18.19,1.55
1_Year,60-69,15750,2886,7.16,1.31
All,60-69,18322,4472,5.51,1.35
1_Month,70-79,826,49,21.98,1.3
3_Month,70-79,2818,150,18.81,1
6_Month,70-79,4625,284,12.82,0.79
1_Year,70-79,9198,1071,5.81,0.68
All,70-79,10273,1519,4.74,0.7
1_Month,80+,600,55,19.55,1.79
3_Month,80+,1935,173,17.99,1.61
6_Month,80+,3294,306,13.97,1.3
1_Year,80+,6058,782,7.16,0.92
All,80+,6731,1012,5.7,0.86
