period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,388,2920,1.25,9.41
3_Month,5-11,1692,37981,0.39,8.86
6_Month,5-11,1720,39080,0.37,8.41
1_Year,5-11,1720,40444,0.3,7.02
All,5-11,1720,40574,0.25,5.99
1_Month,12-15,538,810,3.48,5.24
3_Month,12-15,6456,13881,3.16,6.79
6_Month,12-15,6702,14521,3.07,6.64
1_Year,12-15,6786,15485,2.65,6.04
All,12-15,6786,15642,2.1,4.83
1_Month,16-19,783,346,5.41,2.39
3_Month,16-19,10310,8129,6.15,4.85
6_Month,16-19,10731,8654,6.08,4.9
1_Year,16-19,10962,9511,5.4,4.69
All,16-19,10971,9777,3.85,3.43
1_Month,20-29,2737,717,6.25,1.64
3_Month,20-29,24148,14856,7.03,4.32
6_Month,20-29,25146,15795,6.92,4.35
1_Year,20-29,25679,17621,6,4.12
All,20-29,25700,18044,4.42,3.1
1_Month,30-39,2540,792,5.37,1.67
3_Month,30-39,21750,13218,5.87,3.57
6_Month,30-39,22456,13883,5.77,3.57
1_Year,30-39,22889,15192,5.03,3.34
All,30-39,22921,15485,4.03,2.72
1_Month,40-49,2163,562,4.78,1.24
3_Month,40-49,18928,9695,5.57,2.85
6_Month,40-49,19629,10171,5.51,2.85
1_Year,40-49,19978,10956,4.91,2.7
All,40-49,20013,11168,3.97,2.21
1_Month,50-59,1383,379,3.97,1.09
3_Month,50-59,11561,5204,5.13,2.31
6_Month,50-59,11962,5441,5.11,2.32
1_Year,50-59,12160,5757,4.63,2.19
All,50-59,12193,5909,3.65,1.77
1_Month,60-69,847,175,3.12,0.64
3_Month,60-69,6404,2716,4.21,1.79
6_Month,60-69,6608,2828,4.19,1.79
1_Year,60-69,6729,2938,3.83,1.67
All,60-69,6752,3012,3.05,1.36
1_Month,70-79,327,41,1.9,0.24
3_Month,70-79,2496,758,3.08,0.94
6_Month,70-79,2590,781,3.08,0.93
1_Year,70-79,2659,819,2.84,0.88
All,70-79,2673,861,2.29,0.74
1_Month,80-89,128,21,2.14,0.35
3_Month,80-89,1095,328,3.53,1.06
6_Month,80-89,1123,338,3.5,1.05
1_Year,80-89,1162,349,3.17,0.95
All,80-89,1175,379,2.41,0.78
1_Month,90+,40,5,3.21,0.4
3_Month,90+,374,81,4.72,1.02
6_Month,90+,389,84,4.76,1.03
1_Year,90+,406,88,4.31,0.93
All,90+,413,99,3.07,0.74
