age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1836,0,2593,631.3,,282.6,0,0,2,0,,0.2
12-15,1050,472,586,355.7,628.3,235.1,1,0,0,0.3,0,0
16-19,1418,227,293,363.6,318,249.8,1,0,0,0.3,0,0
20-29,5169,502,838,538.1,321.4,469,0,0,2,0,0,1.1
30-39,6393,611,1010,694.1,459,759.7,4,1,4,0.4,0.8,3
40-49,6123,390,732,683.3,399.5,714.1,6,2,5,0.7,2,4.9
50-59,5165,268,672,703.2,401.5,1040.8,8,1,10,1.1,1.5,15.5
60-69,6203,206,711,953.6,538.5,1316.2,30,3,17,4.6,7.8,31.5
70-79,4678,118,498,972.6,539.8,2332.2,48,7,11,10,32,51.5
80-89,2063,82,281,965.1,556.3,3535.5,41,4,17,19.2,27.1,213.9
90+,540,30,89,1067.3,414.5,,19,2,11,37.6,27.6,
