age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,368,349,1706,253.6,278.9,183.2,0,0,0,0,0,0
12-15,104,525,344,86.6,225.8,128.9,0,0,0,0,0,0
16-19,71,1268,285,60,381.3,217.1,0,1,0,0,0.3,0
20-29,248,4328,812,97.5,494.8,466.1,0,3,2,0,0.3,1.1
30-39,319,4973,943,123.2,613.5,745.2,0,5,0,0,0.6,0
40-49,457,4981,758,188.6,655.7,761.6,1,6,2,0.4,0.8,2
50-59,637,4840,555,337,781.1,941.6,3,12,4,1.6,1.9,6.8
60-69,1838,8371,678,1163.3,1592.1,1180.4,10,35,11,6.3,6.7,19.2
70-79,2084,8106,518,1843.9,2109.5,2388.3,15,66,19,13.3,17.2,87.6
80+,1527,5539,530,2618.1,2727.1,3117.5,37,119,39,63.4,58.6,229.4
