period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1826,6636,8.85,32.15
3_Month,5-11,2436,9407,7.19,27.77
6_Month,5-11,3894,41135,1,10.6
1_Year,5-11,4165,50183,0.68,8.2
All,5-11,4165,50521,0.58,7.05
1_Month,12-15,1128,1494,12.65,16.75
3_Month,12-15,1658,2280,9.73,13.37
6_Month,12-15,6620,12132,3.76,6.88
1_Year,12-15,8377,17827,3.07,6.53
All,12-15,8378,18179,2.44,5.3
1_Month,16-19,2097,708,20.29,6.85
3_Month,16-19,2775,962,16.78,5.82
6_Month,16-19,10078,5574,7.01,3.88
1_Year,16-19,13759,10606,6.24,4.81
All,16-19,13785,10899,4.54,3.59
1_Month,20-29,6091,1763,19.54,5.66
3_Month,20-29,8086,2370,16.1,4.72
6_Month,20-29,26193,11804,8.24,3.71
1_Year,20-29,33890,20363,7.02,4.22
All,20-29,33936,20850,5.32,3.27
1_Month,30-39,7066,2231,18.12,5.72
3_Month,30-39,9259,3004,14.47,4.69
6_Month,30-39,26775,12514,7.19,3.36
1_Year,30-39,32397,18561,6.15,3.53
All,30-39,32468,18898,5.05,2.94
1_Month,40-49,6652,1730,16.97,4.41
3_Month,40-49,8781,2300,13.52,3.54
6_Month,40-49,23737,9107,6.83,2.62
1_Year,40-49,28931,13590,6.05,2.84
All,40-49,29019,13840,5.02,2.39
1_Month,50-59,4524,1008,12.42,2.77
3_Month,50-59,6101,1338,10.09,2.21
6_Month,50-59,15365,5002,6.13,2
1_Year,50-59,18448,7270,5.61,2.21
All,50-59,18505,7443,4.61,1.85
1_Month,60-69,3369,547,8.66,1.41
3_Month,60-69,4493,731,6.97,1.13
6_Month,60-69,9501,2658,4.92,1.38
1_Year,60-69,11367,3773,4.62,1.53
All,60-69,11412,3867,3.89,1.32
1_Month,70-79,1998,237,5.9,0.7
3_Month,70-79,2704,307,4.83,0.55
6_Month,70-79,4637,874,3.68,0.69
1_Year,70-79,5428,1168,3.52,0.76
All,70-79,5452,1219,3.06,0.69
1_Month,80+,1323,130,7.28,0.72
3_Month,80+,1672,180,5.94,0.64
6_Month,80+,2841,504,4.53,0.8
1_Year,80+,3281,646,4.29,0.84
All,80+,3313,692,3.56,0.74
