instituteDesc,occupancy,gOccupancy,occupancyDate
Yosephtal Hospital            ,50,32.3,2022-07-17T00:00:00.000Z
Rabin K. Hasharon             ,64,61.8,2022-07-17T00:00:00.000Z
Poriah Hospital               ,65.4,68.2,2022-07-17T00:00:00.000Z
Barzilai Medical Center       ,66.1,76.2,2022-07-17T00:00:00.000Z
Hacarmel Hospital             ,67.9,72.6,2022-07-17T00:00:00.000Z
Soroka Medical Center         ,69.4,79,2022-07-17T00:00:00.000Z
Bnei Ziom Medical Center      ,72.7,79.2,2022-07-17T00:00:00.000Z
Woolfson Medical Center       ,73.8,74.2,2022-07-17T00:00:00.000Z
Meir Hospital                 ,75,92.9,2022-07-17T00:00:00.000Z
Haemek Valley Center Hospital ,83.2,78.3,2022-07-17T00:00:00.000Z
Laniado                       ,84.6,86.1,2022-07-17T00:00:00.000Z
Kaplan Hospital               ,84,103.9,2022-07-17T00:00:00.000Z
Shaare Zedek                  ,86.7,94.8,2022-07-17T00:00:00.000Z
Assaf Harofeh Medical Center  ,88.4,77.5,2022-07-17T00:00:00.000Z
Rambam                        ,89.4,89.7,2022-07-17T00:00:00.000Z
Nahariya                      ,97.9,90.4,2022-07-17T00:00:00.000Z
Shmuel Harofe                 ,97.2,82.1,2022-07-17T00:00:00.000Z
      Ziv Hospital            ,100,72.6,2022-07-17T00:00:00.000Z
Hadassah Mount Scopus         ,102.8,71.9,2022-07-17T00:00:00.000Z
Assuta Ashdod                 ,105.1,92.5,2022-07-17T00:00:00.000Z
Hillel Yaffeh Medical Center  ,109.6,94.4,2022-07-17T00:00:00.000Z
Hadassah Ein Kerem            ,110.7,89.8,2022-07-17T00:00:00.000Z
Rabin K. Beilinson            ,110.1,90.8,2022-07-17T00:00:00.000Z
Chaim Sheba Medical Center    ,118.8,102.8,2022-07-17T00:00:00.000Z
