period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,344,2313,1.56,10.47
3_Month,5-11,1392,26238,0.48,9.01
6_Month,5-11,1818,39600,0.39,8.58
1_Year,5-11,1818,41043,0.31,7.05
All,5-11,1818,41216,0.27,6.03
1_Month,12-15,399,620,3.79,5.9
3_Month,12-15,4091,7476,3.19,5.83
6_Month,12-15,6788,14620,3.1,6.67
1_Year,12-15,6877,15615,2.66,6.04
All,12-15,6877,15798,2.11,4.84
1_Month,16-19,613,264,6.4,2.76
3_Month,16-19,5935,3191,5.77,3.1
6_Month,16-19,10915,8676,6.15,4.89
1_Year,16-19,11151,9585,5.44,4.67
All,16-19,11160,9859,3.88,3.43
1_Month,20-29,2101,624,6.53,1.94
3_Month,20-29,14799,6374,6.75,2.91
6_Month,20-29,25676,15887,6.96,4.31
1_Year,20-29,26232,17817,6.02,4.09
All,20-29,26256,18254,4.45,3.09
1_Month,30-39,2255,726,5.79,1.86
3_Month,30-39,14607,6879,5.65,2.66
6_Month,30-39,23134,14020,5.8,3.52
1_Year,30-39,23589,15410,5.05,3.3
All,30-39,23628,15712,4.06,2.7
1_Month,40-49,1874,558,5.12,1.52
3_Month,40-49,12388,4939,5.18,2.07
6_Month,40-49,20191,10334,5.52,2.82
1_Year,40-49,20558,11165,4.92,2.67
All,40-49,20597,11383,3.99,2.21
1_Month,50-59,1308,328,4.33,1.09
3_Month,50-59,7793,2687,4.77,1.64
6_Month,50-59,12405,5528,5.1,2.27
1_Year,50-59,12608,5864,4.63,2.15
All,50-59,12646,6020,3.68,1.75
1_Month,60-69,836,166,3.15,0.62
3_Month,60-69,4201,1370,3.74,1.22
6_Month,60-69,6933,2897,4.15,1.73
1_Year,60-69,7054,3010,3.81,1.62
All,60-69,7078,3087,3.06,1.33
1_Month,70-79,378,53,2.09,0.29
3_Month,70-79,1622,417,2.6,0.67
6_Month,70-79,2751,803,3.02,0.88
1_Year,70-79,2819,840,2.8,0.83
All,70-79,2837,886,2.29,0.72
1_Month,80-89,153,27,2.25,0.4
3_Month,80-89,690,200,2.83,0.82
6_Month,80-89,1192,353,3.42,1.01
1_Year,80-89,1230,364,3.11,0.92
All,80-89,1244,395,2.4,0.76
1_Month,90+,52,6,3.29,0.38
3_Month,90+,227,52,3.7,0.85
6_Month,90+,418,88,4.69,0.99
1_Year,90+,435,91,4.28,0.89
All,90+,443,103,3.11,0.72
