age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,545,0,1035,188.5,,112.5,0,0,1,0,,0.1
12-15,434,170,235,153.2,198.9,93.6,0,0,0,0,0,0
16-19,633,79,185,165,102.6,156.6,1,0,1,0.3,0,0.8
20-29,2122,196,497,221.6,122.4,279.6,0,0,1,0,0,0.6
30-39,2864,258,656,311.5,190.3,495.8,4,1,3,0.4,0.7,2.3
40-49,2709,167,528,302.7,168.3,516.8,7,2,3,0.8,2,2.9
50-59,2373,125,460,323.1,184,725.3,7,1,10,1,1.5,15.8
60-69,3691,108,550,567.4,277.9,1029.9,36,2,9,5.5,5.1,16.9
70-79,3110,66,373,644.5,297.1,1915.9,35,3,9,7.3,13.5,46.2
80-89,1517,57,203,708.3,383.1,2726.3,32,4,11,14.9,26.9,147.7
90+,525,20,61,1030.1,274.6,,25,2,5,49.1,27.5,
