age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,16,64,206,135.2,28.3,22,0,0,0,0,0,0
12-15,6,82,73,36,25.4,26.9,0,0,0,0,0,0
16-19,13,236,47,75.9,55,35.3,0,0,1,0,0,0.8
20-29,31,798,168,64.2,74,97.9,0,4,1,0,0.4,0.6
30-39,41,778,186,78.2,76.7,148.7,0,1,1,0,0.1,0.8
40-49,43,864,147,82.7,91.1,149.5,0,3,0,0,0.3,0
50-59,63,892,131,127,117.3,232.2,1,7,5,2,0.9,8.9
60-69,140,2323,215,323.6,362.5,381.3,0,33,8,0,5.1,14.2
70-79,158,2744,176,503.7,584.1,1003,3,37,5,9.6,7.9,28.5
80+,129,2355,250,858.9,953.3,1541.1,3,54,14,20,21.9,86.3
