period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,426,1318,10.9,33.73
3_Month,5-11,2723,9936,8.5,31.01
6_Month,5-11,3488,16101,3.82,17.61
1_Year,5-11,4675,51607,0.79,8.72
All,5-11,4675,52214,0.65,7.24
1_Month,12-15,257,290,14.93,16.85
3_Month,12-15,1745,2368,11.3,15.34
6_Month,12-15,2735,4021,6.17,9.07
1_Year,12-15,8643,17987,3.25,6.77
All,12-15,8657,18576,2.51,5.39
1_Month,16-19,641,173,24.85,6.71
3_Month,16-19,3308,1090,19.4,6.39
6_Month,16-19,4759,1791,11.13,4.19
1_Year,16-19,14456,10602,6.66,4.89
All,16-19,14563,11123,4.74,3.62
1_Month,20-29,2208,525,23.46,5.58
3_Month,20-29,10092,2786,18.94,5.23
6_Month,20-29,14655,4372,11.62,3.47
1_Year,20-29,36494,20588,7.66,4.32
All,20-29,36680,21501,5.64,3.31
1_Month,30-39,2520,645,22.18,5.68
3_Month,30-39,11491,3544,17.38,5.36
6_Month,30-39,16079,5258,10.59,3.46
1_Year,30-39,35383,19086,6.78,3.66
All,30-39,35560,19722,5.41,3
1_Month,40-49,2237,487,20.21,4.4
3_Month,40-49,10767,2699,16.15,4.05
6_Month,40-49,14664,3980,9.88,2.68
1_Year,40-49,31582,14014,6.64,2.95
All,40-49,31769,14445,5.37,2.44
1_Month,50-59,1749,282,16.04,2.59
3_Month,50-59,7658,1600,12.12,2.53
6_Month,50-59,10329,2364,8.13,1.86
1_Year,50-59,20487,7579,6.19,2.29
All,50-59,20613,7821,4.97,1.88
1_Month,60-69,1369,183,10.9,1.46
3_Month,60-69,5762,898,8.4,1.31
6_Month,60-69,7403,1294,6.08,1.06
1_Year,60-69,12985,3972,5.13,1.57
All,60-69,13093,4095,4.24,1.33
1_Month,70-79,930,78,7.87,0.66
3_Month,70-79,3601,378,5.88,0.62
6_Month,70-79,4326,507,4.45,0.52
1_Year,70-79,6523,1247,3.99,0.76
All,70-79,6572,1315,3.42,0.68
1_Month,80+,794,88,10.26,1.14
3_Month,80+,2442,262,7.36,0.79
6_Month,80+,2868,347,5.8,0.7
1_Year,80+,4175,738,5.04,0.89
All,80+,4231,794,4.14,0.78
