period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
All,5-11,490,15400,0.18,5.58
1_Year,5-11,490,15367,0.21,6.43
6_Month,5-11,490,15214,0.22,6.86
3_Month,5-11,490,14661,0.28,8.5
1_Month,5-11,428,12956,0.29,8.79
All,12-15,2684,6380,2.03,4.82
1_Year,12-15,2684,6327,2.52,5.93
6_Month,12-15,2679,6224,2.73,6.34
3_Month,12-15,2642,5848,3.18,7.05
1_Month,12-15,2184,4526,3.21,6.66
1_Month,16-19,3292,2483,6.15,4.64
3_Month,16-19,4240,3632,6.39,5.47
6_Month,16-19,4316,4022,5.6,5.22
1_Year,16-19,4339,4099,5.23,4.94
All,16-19,4343,4204,3.72,3.61
1_Month,20-29,7643,4790,7.3,4.57
3_Month,20-29,9658,6577,7.39,5.03
6_Month,20-29,9884,7361,6.31,4.7
1_Year,20-29,9929,7522,5.81,4.4
All,20-29,9934,7668,4.28,3.3
3_Month,30-39,8339,5678,6.07,4.13
All,30-39,8582,6505,3.87,2.93
1_Year,30-39,8579,6409,4.85,3.63
6_Month,30-39,8525,6288,5.2,3.84
1_Month,30-39,7065,4499,6.08,3.87
All,40-49,7672,4717,3.95,2.43
1_Year,40-49,7668,4649,4.96,3.01
6_Month,40-49,7622,4577,5.29,3.17
3_Month,40-49,7463,4249,5.97,3.4
1_Month,40-49,6168,3306,5.86,3.14
All,50-59,4587,2473,3.65,1.97
1_Year,50-59,4582,2421,4.76,2.51
6_Month,50-59,4547,2388,5.07,2.66
3_Month,50-59,4469,2263,5.62,2.85
1_Month,50-59,3724,1734,5.52,2.57
1_Month,60-69,1980,844,4.53,1.93
3_Month,60-69,2437,1102,4.66,2.11
6_Month,60-69,2473,1144,4.28,1.98
1_Year,60-69,2498,1161,3.99,1.86
All,60-69,2500,1189,3.06,1.45
1_Month,70-79,801,233,3.7,1.08
6_Month,70-79,1012,321,3.5,1.11
3_Month,70-79,986,306,3.76,1.17
1_Year,70-79,1025,332,3.24,1.05
All,70-79,1027,349,2.49,0.85
1_Month,80-89,369,119,4.23,1.36
3_Month,80-89,441,146,4.34,1.44
6_Month,80-89,453,150,3.91,1.3
1_Year,80-89,460,153,3.59,1.19
All,80-89,466,168,2.6,0.94
All,90+,149,43,2.86,0.83
1_Year,90+,149,37,4.29,1.07
3_Month,90+,137,36,4.97,1.31
1_Month,90+,118,32,4.95,1.34
6_Month,90+,141,36,4.5,1.15
