age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,13,171,434,195.4,75.4,46.2,0,0,0,0,0,0
12-15,17,283,98,222.6,86.4,35.7,0,0,0,0,0,0
16-19,10,229,57,183.2,52.2,42.5,0,0,0,0,0,0
20-29,24,643,83,145.7,57.8,48.9,0,2,2,0,0.2,1.2
30-39,30,855,136,175.6,81.4,109.1,0,2,0,0,0.2,0
40-49,33,889,129,164.6,90.6,132.9,0,1,1,0,0.1,1
50-59,54,861,78,211.7,109.6,142.8,0,5,3,0,0.6,5.5
60-69,97,1193,82,326,182.2,146.5,0,13,6,0,2,10.7
70-79,95,1332,69,409.3,277.2,465.1,2,20,5,8.6,4.2,33.7
80+,42,896,66,398.4,355.9,413.3,2,24,8,19,9.5,50.1
