instituteDesc,occupancy,gOccupancy,occupancyDate
Yosephtal Hospital            ,56.3,36.9,2022-09-14T00:00:00.000Z
Rabin K. Hasharon             ,57,65.1,2022-09-14T00:00:00.000Z
Woolfson Medical Center       ,71.3,83.5,2022-09-14T00:00:00.000Z
Hadassah Mount Scopus         ,72.2,67,2022-09-14T00:00:00.000Z
Poriah Hospital               ,78.2,82,2022-09-14T00:00:00.000Z
Bnei Ziom Medical Center      ,80.2,91.7,2022-09-14T00:00:00.000Z
      Ziv Hospital            ,81.3,77.5,2022-09-14T00:00:00.000Z
Soroka Medical Center         ,81.8,92.2,2022-09-14T00:00:00.000Z
Hacarmel Hospital             ,83,84.3,2022-09-14T00:00:00.000Z
Hillel Yaffeh Medical Center  ,83.6,84.3,2022-09-14T00:00:00.000Z
Meir Hospital                 ,83.5,90.7,2022-09-14T00:00:00.000Z
Laniado                       ,84.6,110,2022-09-14T00:00:00.000Z
Nahariya                      ,90.5,85.1,2022-09-14T00:00:00.000Z
Kaplan Hospital               ,90,89.4,2022-09-14T00:00:00.000Z
Barzilai Medical Center       ,93.8,86.9,2022-09-14T00:00:00.000Z
Haemek Valley Center Hospital ,94.2,71.3,2022-09-14T00:00:00.000Z
Rambam                        ,98,89.9,2022-09-14T00:00:00.000Z
Shmuel Harofe                 ,100,83.9,2022-09-14T00:00:00.000Z
Hadassah Ein Kerem            ,119.4,100.9,2022-09-14T00:00:00.000Z
Rabin K. Beilinson            ,120.7,98.3,2022-09-14T00:00:00.000Z
Assuta Ashdod                 ,122,111.9,2022-09-14T00:00:00.000Z
,,39.7,2022-09-14T00:00:00.000Z
